accuracy,recall,precision,f1,set,model,sampling,dataset,acc,mcc,roc_auc,conf_matrix
0.3384463276836158,0.3384463276836158,0.33888648931626975,0.33583205794545157,CrossVal,GradientBoosting,Under,,,,,
,0.8021052631578948,0.8025821200389136,0.8000862019559636,,GradientBoosting,Under,Train,0.8021052631578948,0.7050272507745767,0.9627392635270754,"{0: {0: 124, 1: 24, 2: 8}, 1: {0: 18, 1: 112, 2: 8}, 2: {0: 13, 1: 23, 2: 145}}"
,0.8235294117647058,0.8347320526830627,0.8229407979407979,,GradientBoosting,Under,Validation,0.8235294117647058,0.7419638398834665,0.9661805158520403,"{0: {0: 33, 1: 4, 2: 0}, 1: {0: 3, 1: 30, 2: 2}, 2: {0: 7, 1: 5, 2: 35}}"
