accuracy,recall,precision,f1,set,model,sampling,dataset,acc,mcc,roc_auc,conf_matrix
0.39050847457627114,0.39050847457627114,0.39068818714071335,0.3810078615630893,CrossVal,KNN,Under,,,,,
,0.6105263157894737,0.6228152644714877,0.6067318272777683,,KNN,Under,Train,0.6105263157894737,0.42454448493762764,0.8058094089078619,"{0: {0: 119, 1: 58, 2: 38}, 1: {0: 22, 1: 76, 2: 28}, 2: {0: 14, 1: 25, 2: 95}}"
,0.5462184873949579,0.5514111611332283,0.5435689245932146,,KNN,Under,Validation,0.5462184873949579,0.31766793276707,0.7728570889202921,"{0: {0: 28, 1: 14, 2: 12}, 1: {0: 7, 1: 18, 2: 6}, 2: {0: 8, 1: 7, 2: 19}}"
