accuracy,recall,precision,f1,set,model,sampling,dataset,acc,mcc,roc_auc,conf_matrix
0.5349101709649376,0.5349101709649376,0.5257210808517511,0.5281426131221959,CrossVal,RandomForest,Over,,,,,
,0.8045482483097726,0.8043324625856851,0.8028423362854963,,RandomForest,Over,Train,0.8045482483097726,0.7080036861924003,0.9515925812161876,"{0: {0: 439, 1: 126, 2: 21}, 1: {0: 70, 1: 368, 2: 27}, 2: {0: 36, 1: 38, 2: 502}}"
,0.8230958230958231,0.8263911149333143,0.8205250810603448,,RandomForest,Over,Validation,0.8230958230958231,0.7389246677640977,0.9607682096416538,"{0: {0: 113, 1: 34, 2: 3}, 1: {0: 14, 1: 101, 2: 4}, 2: {0: 6, 1: 11, 2: 121}}"
