Test,Value,Num DF,Den DF,F Value,Pr > F
Wilks' lambda,0.6993068564344598,48,1136.0,4.634425834281574,1.1399987324528926e-21
Pillai's trace,0.32151490947846606,48.0,1138.0,4.541346651571089,4.991189390134998e-21
Hotelling-Lawley trace,0.40021254629132114,48,1046.8776415340449,4.72820590928653,4.0512434900947493e-22
Roy's greatest root,0.3014357232356367,24,569,7.146538605044887,1.0255080984403929e-20
Wilks' lambda,0.7093069676197796,48,1136.0,4.434217255995171,2.7730163105271465e-20
Pillai's trace,0.3114224982477693,48.0,1138.0,4.372501936272335,7.334830233034259e-20
Hotelling-Lawley trace,0.3806018816064756,48,1046.8776415340449,4.496520867157869,1.556700979160724e-20
Roy's greatest root,0.27390411498677986,24,569,6.493810059478239,2.012001899961899e-18
Wilks' lambda,0.6841251190115493,48,1136.0,4.946724079293373,7.667279537266947e-24
Pillai's trace,0.33824406668367146,48.0,1138.0,4.825740603769032,5.2843513949352284e-23
Hotelling-Lawley trace,0.4290234156542865,48,1046.8776415340449,5.068584350782203,1.863675930106617e-24
Roy's greatest root,0.3299143336513249,24,569,7.82171899365016,4.559607970560418e-23
Wilks' lambda,0.7171472645904451,48,1136.0,4.280186998262591,3.1970197170924146e-19
Pillai's trace,0.3030220240452669,48.0,1138.0,4.233494632931037,6.644251509874624e-19
Hotelling-Lawley trace,0.3662894076907043,48,1046.8776415340449,4.327429906936448,2.2086497653468113e-19
Roy's greatest root,0.25674938663531693,24,569,6.087100041478972,5.4850008220672304e-17
Wilks' lambda,0.7011922690662716,48,1136.0,4.596351288307273,2.093870532680021e-21
Pillai's trace,0.3182469026963314,48.0,1138.0,4.486451467532589,1.1972787932449834e-20
Hotelling-Lawley trace,0.39841933731405915,48,1046.8776415340449,4.707020513272722,5.658982917796996e-22
Roy's greatest root,0.30857815461597515,24,569,7.315873749020411,2.6242220506001583e-21
Wilks' lambda,0.6935212560590563,48,1136.0,4.752229531857405,1.7328349719432268e-22
Pillai's trace,0.32596720359694875,48.0,1138.0,4.616480116289379,1.5045055719227844e-21
Hotelling-Lawley trace,0.4138161329268613,48,1046.8776415340449,4.888921907107428,3.1996922107380215e-23
Roy's greatest root,0.32819371765940575,24,569,7.780926056175078,6.315152375402773e-23
Wilks' lambda,0.656239166553648,48,1136.0,5.548342069421612,4.78102197342157e-28
Pillai's trace,0.3712465815285078,48.0,1138.0,5.403910502301994,4.839537273915859e-27
Hotelling-Lawley trace,0.4819509433202057,48,1046.8776415340449,5.693882711348248,9.205327243570877e-29
Roy's greatest root,0.36819748950261705,24,569,8.729348813624545,3.432018436979121e-26
Wilks' lambda,0.7165327813334215,48,1136.0,4.292167743537633,2.644349577826522e-19
Pillai's trace,0.3004571234924541,48.0,1138.0,4.191325640910932,1.2941707419589244e-18
Hotelling-Lawley trace,0.3718982868373525,48,1046.8776415340449,4.393694534998237,7.820498786881322e-20
Roy's greatest root,0.29018834109461944,24,569,6.879881920118269,8.82255496772187e-20
Wilks' lambda,0.6812637210971734,48,1136.0,5.006751131533574,2.9242646676457687e-24
Pillai's trace,0.33978191060259444,48.0,1138.0,4.852171439793834,3.458925626729338e-23
Hotelling-Lawley trace,0.4369682958071346,48,1046.8776415340449,5.162447048579602,4.212900255343193e-25
Roy's greatest root,0.3482657902832425,24,569,8.256801444631874,1.4316123235444936e-24
Wilks' lambda,0.7010326577320861,48,1136.0,4.599568571561719,1.989050462284844e-21
Pillai's trace,0.31559399165112,48.0,1138.0,4.44204515715087,2.4278924036798045e-20
Hotelling-Lawley trace,0.4027497004178228,48,1046.8776415340449,4.758180449677284,2.5243202375602043e-22
Roy's greatest root,0.3311225380369214,24,569,7.850363505958677,3.627859459116453e-23
Wilks' lambda,0.687484036563579,48,1136.0,4.87673867104505,2.356802984690785e-23
Pillai's trace,0.33607396270807294,48.0,1138.0,4.788526264968428,9.5942250000448e-23
Hotelling-Lawley trace,0.4203122527893723,48,1046.8776415340449,4.965668607344556,9.504206973196492e-24
Roy's greatest root,0.3096479403237228,24,569,7.3412365851749275,2.1401959530571147e-21
Wilks' lambda,0.6899954936362124,48,1136.0,4.824744935280693,5.424170495626335e-23
Pillai's trace,0.33262343954773876,48.0,1138.0,4.729553938996626,2.4669226062293744e-22
Hotelling-Lawley trace,0.4165035508642832,48,1046.8776415340449,4.920671699786819,1.9366953063010515e-23
Roy's greatest root,0.31114747646930824,24,569,7.3767880879598495,1.6083717788823481e-21
Wilks' lambda,0.706209306740925,48,1136.0,4.4957795737787105,1.04090190649901e-20
Pillai's trace,0.31209488997805235,48.0,1138.0,4.383688182052749,6.140624648830479e-20
Hotelling-Lawley trace,0.39009185224623594,48,1046.8776415340449,4.608637630297045,2.667921585226318e-21
Roy's greatest root,0.3051548412841408,24,569,7.234712695444837,5.041393497519363e-21
Wilks' lambda,0.7028789446192827,48,1136.0,4.562420001470699,3.598250507267237e-21
Pillai's trace,0.31649081781998445,48.0,1138.0,4.457041212034879,1.9124058523590252e-20
Hotelling-Lawley trace,0.3951623463296307,48,1046.8776415340449,4.668541649574487,1.0381364034813924e-21
Roy's greatest root,0.3047285935729115,24,569,7.224607072624443,5.468614832192402e-21
Wilks' lambda,0.6920873215000599,48,1136.0,4.781654829838492,1.0817853434298306e-22
Pillai's trace,0.3283120059185032,48.0,1138.0,4.656210071023405,7.974011980597644e-22
Hotelling-Lawley trace,0.41542929938119383,48,1046.8776415340449,4.907980238068611,2.3671775873483703e-23
Roy's greatest root,0.32463470025569613,24,569,7.696547685228795,1.2395273936021022e-22
Wilks' lambda,0.7171237715651446,48,1136.0,4.280644764961405,3.1739234713813686e-19
Pillai's trace,0.3007565320036797,48.0,1138.0,4.196241590575891,1.1974493655623114e-18
Hotelling-Lawley trace,0.3695260642213398,48,1046.8776415340449,4.365668534576427,1.2134540777799966e-19
Roy's greatest root,0.28070061731553625,24,569,6.654943802189171,5.447486113097337e-19
Wilks' lambda,0.7120237704480056,48,1136.0,4.3805550549805465,6.506729744318494e-20
Pillai's trace,0.30630367955400406,48.0,1138.0,4.287633885973477,2.81940075843081e-19
Hotelling-Lawley trace,0.37870755267106,48,1046.8776415340449,4.474140815983649,2.2126633386554804e-20
Roy's greatest root,0.28992669211160454,24,569,6.873678658812624,9.276236163349466e-20
Wilks' lambda,0.7230695101885741,48,1136.0,4.16550340340591,1.9599116127078474e-18
Pillai's trace,0.29499747695528356,48.0,1138.0,4.101987194516752,5.297714270596275e-18
Hotelling-Lawley trace,0.35800638668896095,48,1046.8776415340449,4.229572332979536,1.0199835268300994e-18
Roy's greatest root,0.2630009805363058,24,569,6.235314913548249,1.6426570291850177e-17
Wilks' lambda,0.7323018750398391,48,1136.0,3.9895023665710094,3.12465823339269e-17
Pillai's trace,0.28053842887581554,48.0,1138.0,3.8681286609092225,2.0732206429044657e-16
Hotelling-Lawley trace,0.348022898385507,48,1046.8776415340449,4.111625035152136,6.4120085501315604e-18
Roy's greatest root,0.2869088216462302,24,569,6.802129979862707,1.6544772783947752e-19
Wilks' lambda,0.6898388982242604,48,1136.0,4.827978567927919,5.1502325888050746e-23
Pillai's trace,0.33353825096389006,48.0,1138.0,4.745165040747386,1.9214131846248566e-22
Hotelling-Lawley trace,0.41572598084249895,48,1046.8776415340449,4.911485303193425,2.2395354883822767e-23
Roy's greatest root,0.30439891257674734,24,569,7.216790885673718,5.8237662404588864e-21
Wilks' lambda,0.6774249670721089,48,1136.0,5.087877979739397,7.9397121914294955e-25
Pillai's trace,0.3460107143978571,48.0,1138.0,4.959728231167308,6.15579716634778e-24
Hotelling-Lawley trace,0.44158300328201977,48,1046.8776415340449,5.216966296800516,1.7754558241120618e-25
Roy's greatest root,0.33976059014717536,24,569,8.055157324739282,7.098340144153509e-24
Wilks' lambda,0.6986865657202206,48,1136.0,4.646985836992333,9.327352865336217e-22
Pillai's trace,0.3221493856678062,48.0,1138.0,4.552029217202259,4.209247980987482e-21
Hotelling-Lawley trace,0.4014353454794578,48,1046.8776415340449,4.742652348811716,3.2254038139311716e-22
Roy's greatest root,0.3030210647034985,24,569,7.184124409012109,7.576011324322838e-21
Wilks' lambda,0.721585625262455,48,1136.0,4.194106056756285,1.2476689728741908e-18
Pillai's trace,0.29469895718117384,48.0,1138.0,4.097118886579657,5.719908218195679e-18
Hotelling-Lawley trace,0.36326914383663683,48,1046.8776415340449,4.291747793682529,3.860240306137952e-19
Roy's greatest root,0.2837293423450656,24,569,6.726749824764263,3.0451907963929685e-19
Wilks' lambda,0.6876194816880816,48,1136.0,4.873927337456673,2.4654952264491552e-23
Pillai's trace,0.3369909093709292,48.0,1138.0,4.80423880704519,7.45874628745814e-23
Hotelling-Lawley trace,0.4185019984402447,48,1046.8776415340449,4.944281833266199,1.3331165359865836e-23
Roy's greatest root,0.2986672636712145,24,569,7.08090304287171,1.7406879906729822e-20
Wilks' lambda,0.6893480096390803,48,1136.0,4.838122360755265,4.377416166709044e-23
Pillai's trace,0.33213071719864284,48.0,1138.0,4.72115281142348,2.821965687656215e-22
Hotelling-Lawley trace,0.41948806623028934,48,1046.8776415340449,4.955931471927083,1.1087284673113834e-23
Roy's greatest root,0.3230336096924617,24,569,7.658588496458779,1.679307345901784e-22
Wilks' lambda,0.6895782962610512,48,1136.0,4.833362335866501,4.724466411136846e-23
Pillai's trace,0.33323247032074005,48.0,1138.0,4.739945039230817,2.0888897268356176e-22
Hotelling-Lawley trace,0.41708235122335985,48,1046.8776415340449,4.927509784458186,1.7381613939143435e-23
Roy's greatest root,0.3105711859934942,24,569,7.363125201262425,1.7949813345142307e-21
Wilks' lambda,0.7074738865819158,48,1136.0,4.470598721746923,1.554334635116544e-20
Pillai's trace,0.31021427197704343,48.0,1138.0,4.352423649236286,1.0089255593848326e-19
Hotelling-Lawley trace,0.38847787893200547,48,1046.8776415340449,4.589569766901727,3.602179340523992e-21
Roy's greatest root,0.307052555556684,24,569,7.279704337989716,3.510163043389777e-21
Wilks' lambda,0.681871850845305,48,1136.0,4.993962036409542,3.5911318804730474e-24
Pillai's trace,0.34105073375878525,48.0,1138.0,4.874015525412407,2.436564884121949e-23
Hotelling-Lawley trace,0.4329340831193476,48,1046.8776415340449,5.114785903404437,8.964948628746507e-25
Roy's greatest root,0.3315358709102749,24,569,7.8601629394977675,3.3550367726669104e-23
Wilks' lambda,0.690726076702701,48,1136.0,4.809673222640469,6.905896353215837e-23
Pillai's trace,0.33206595647783493,48.0,1138.0,4.720048982394938,2.872260434187563e-22
Hotelling-Lawley trace,0.4147547049104227,48,1046.8776415340449,4.900010419049619,2.6851246599195376e-23
Roy's greatest root,0.3074181273269156,24,569,7.288371435375623,3.2737894613134966e-21
Wilks' lambda,0.6923686209819093,48,1136.0,4.775875169377108,1.186694700417883e-22
Pillai's trace,0.3309119580616649,48.0,1138.0,4.700393753106656,3.933793219231781e-22
Hotelling-Lawley trace,0.4106927890106475,48,1046.8776415340449,4.8520219815598,5.733615217751506e-23
Roy's greatest root,0.29777256993797,24,569,7.0596913456127055,2.0654752386841438e-20
Wilks' lambda,0.6601425161816897,48,1136.0,5.461841456260436,1.927730394957639e-27
Pillai's trace,0.3620005446641523,48.0,1138.0,5.239580240267078,6.832630839867493e-26
Hotelling-Lawley trace,0.48128156448724224,48,1046.8776415340449,5.685974511110904,1.0435684087164874e-28
Roy's greatest root,0.3967341418609192,24,569,9.405905279952625,1.7356288184080381e-28
Wilks' lambda,0.7135664356096113,48,1136.0,4.35022089122376,1.0532227591621457e-19
Pillai's trace,0.3050908844226309,48.0,1138.0,4.267601323501777,3.8724103842744305e-19
Hotelling-Lawley trace,0.37526462988604675,48,1046.8776415340449,4.433465309910265,4.1906354288342756e-20
Roy's greatest root,0.28281271323983787,24,569,6.705018076394489,3.63109711562774e-19
Wilks' lambda,0.7084435593211555,48,1136.0,4.451335873371614,2.1119545879030814e-20
Pillai's trace,0.31061884832874237,48.0,1138.0,4.359143695020322,9.068238066978609e-20
Hotelling-Lawley trace,0.38463760372111466,48,1046.8776415340449,4.544199845059738,7.355955785463593e-21
Roy's greatest root,0.2927133952044022,24,569,6.939746744637702,5.438867355815086e-20
Wilks' lambda,0.7041424197175089,48,1136.0,4.5370822565462126,5.389781586435845e-21
Pillai's trace,0.314217597583427,48.0,1138.0,4.419061162358854,3.499578901545894e-20
Hotelling-Lawley trace,0.39409294939634937,48,1046.8776415340449,4.655907540658688,1.2668999786401112e-21
Roy's greatest root,0.309975735788125,24,569,7.34900806931013,2.010609152227393e-21
Wilks' lambda,0.7027190557819236,48,1136.0,4.56563128420198,3.418570205992063e-21
Pillai's trace,0.3162314458780524,48.0,1138.0,4.452702546917757,2.049140834324796e-20
Hotelling-Lawley trace,0.3960764124268681,48,1046.8776415340449,4.6793406431654825,8.756190124931357e-22
Roy's greatest root,0.30872577147718167,24,569,7.319373498771515,2.5514110336818538e-21
Wilks' lambda,0.7321974583816186,48,1136.0,3.99147428123001,3.0295154034831984e-17
Pillai's trace,0.2846024111172359,48.0,1138.0,3.933460600601872,7.469329854133087e-17
Hotelling-Lawley trace,0.3428073523695639,48,1046.8776415340449,4.050007337952841,1.6706904192619424e-17
Roy's greatest root,0.251620682654954,24,569,5.965507017944534,1.4759913125401472e-16
Wilks' lambda,0.7149944711370996,48,1136.0,4.322228291545326,1.642025744072693e-19
Pillai's trace,0.30072047544303276,48.0,1138.0,4.19564949081624,1.2087057045409475e-18
Hotelling-Lawley trace,0.3766330973923456,48,1046.8776415340449,4.4496327094830885,3.2513533050599606e-20
Roy's greatest root,0.30443720271408437,24,569,7.217698681013083,5.7813598303291324e-21
Wilks' lambda,0.6685322093207642,48,1136.0,5.278491428507395,3.696777666126859e-26
Pillai's trace,0.35850819106023796,48.0,1138.0,5.177992147201988,1.8415717294217567e-25
Hotelling-Lawley trace,0.4553668260913486,48,1046.8776415340449,5.379811647511202,1.3423288279624873e-26
Roy's greatest root,0.3344182273019556,24,569,7.928498805617196,1.9456713623575898e-23
Wilks' lambda,0.6807191373505962,48,1136.0,5.018218383311788,2.432272212167389e-24
Pillai's trace,0.3399904172301692,48.0,1138.0,4.855758801333121,3.265542291411993e-23
Hotelling-Lawley trace,0.43861159718631915,48,1046.8776415340449,5.181861400687752,3.0971313938682275e-25
Roy's greatest root,0.35224179831416874,24,569,8.351065968365084,6.785231906657378e-25
Wilks' lambda,0.6869722322825247,48,1136.0,4.887369316988791,1.9873494444050176e-23
Pillai's trace,0.33372088359856994,48.0,1138.0,4.748283688351361,1.8278277207398555e-22
Hotelling-Lawley trace,0.4255407105248977,48,1046.8776415340449,5.027438846660271,3.575355910233734e-24
Roy's greatest root,0.33585172168287736,24,569,7.962484568231551,1.4841581463534292e-23
Wilks' lambda,0.7328253930951503,48,1136.0,3.9796220521812304,3.648165404918758e-17
Pillai's trace,0.28355990102938994,48.0,1138.0,3.916671870811902,9.712625039171043e-17
Hotelling-Lawley trace,0.34222246546490376,48,1046.8776415340449,4.043097345388876,1.8598658551942835e-17
Roy's greatest root,0.25429767486567173,24,569,6.028974041606967,8.803494758591418e-17
Wilks' lambda,0.679785557588981,48,1136.0,5.037908739882613,1.7726119591508607e-24
Pillai's trace,0.34384730540188535,48.0,1138.0,4.922279545132496,1.1230939872244626e-23
Hotelling-Lawley trace,0.4362869674255052,48,1046.8776415340449,5.15439767354117,4.786052893901023e-25
Roy's greatest root,0.33137513027239685,24,569,7.856352046874742,3.4586028358578817e-23
Wilks' lambda,0.675237568187456,48,1136.0,5.134414788205684,3.7566848303704826e-25
Pillai's trace,0.3468058080693068,48.0,1138.0,4.973515960663287,4.933005158545287e-24
Hotelling-Lawley trace,0.44831488918540424,48,1046.8776415340449,5.296498392942889,5.031404227449965e-26
Roy's greatest root,0.3568269432809809,24,569,8.459772113619922,2.8725366677391264e-25
Wilks' lambda,0.6451247485634115,48,1136.0,5.798930188732906,8.410227099256297e-30
Pillai's trace,0.3827785526473152,48.0,1138.0,5.611502082085817,1.7027394992000985e-28
Hotelling-Lawley trace,0.5068352298589928,48,1046.8776415340449,5.987871572395665,8.699780728313109e-31
Roy's greatest root,0.3982206565631962,24,569,9.44114806601911,1.3202069033811846e-28
Wilks' lambda,0.7314718597214198,48,1136.0,4.005188913804413,2.443109856784206e-17
Pillai's trace,0.2806733431563958,48.0,1138.0,3.8702925653168543,2.004385252119247e-16
Hotelling-Lawley trace,0.35050280334558287,48,1046.8776415340449,4.140923220317388,4.0638915957981435e-18
Roy's greatest root,0.2940338367977664,24,569,6.971052214080378,4.2238077993761585e-20
Wilks' lambda,0.7210851302475909,48,1136.0,4.2037732642041865,1.0709450009204468e-18
Pillai's trace,0.2939655886821487,48.0,1138.0,4.085166230394087,6.9043643422948795e-18
Hotelling-Lawley trace,0.3659264901663819,48,1046.8776415340449,4.323142313259074,2.361979420267751e-19
Roy's greatest root,0.295227353154974,24,569,6.999348497715841,3.361158344070512e-20
Wilks' lambda,0.6791244099032386,48,1136.0,5.051877717192521,1.4161895820187145e-24
Pillai's trace,0.33976511196475523,48.0,1138.0,4.851882458048149,3.474992897826928e-23
Hotelling-Lawley trace,0.4446697303544045,48,1046.8776415340449,5.253433622273567,9.959481064164909e-26
Roy's greatest root,0.36936638819062256,24,569,8.757061453352676,2.760205666154821e-26
Wilks' lambda,0.6770242145517216,48,1136.0,5.09638709301772,6.924525118170823e-25
Pillai's trace,0.3471615507315267,48.0,1138.0,4.979689194006057,4.467316149999333e-24
Hotelling-Lawley trace,0.44132841003754697,48,1046.8776415340449,5.21395847184816,1.8621575087677448e-25
Roy's greatest root,0.3345459740915171,24,569,7.931527469086384,1.8992752046404653e-23
Wilks' lambda,0.70690779094127,48,1136.0,4.4818627054461775,1.2991597978758556e-20
Pillai's trace,0.3110803655444849,48.0,1138.0,4.366813464254322,8.028380002919083e-20
Hotelling-Lawley trace,0.38916539907795494,48,1046.8776415340449,4.597692292911857,3.169758694734491e-21
Roy's greatest root,0.3060105737226508,24,569,7.255000685341178,4.281961874881729e-21
Wilks' lambda,0.678299561655879,48,1136.0,5.06933404852139,1.0697210946685884e-24
Pillai's trace,0.3467146308766033,48.0,1138.0,4.971934182617578,5.059943337435887e-24
Hotelling-Lawley trace,0.43739707731398497,48,1046.8776415340449,5.16751277496242,3.8879186301339713e-25
Roy's greatest root,0.32334678420351576,24,569,7.666013342158353,1.582448981983584e-22
Wilks' lambda,0.6889026400921116,48,1136.0,4.847334920753955,3.7764344911482584e-23
Pillai's trace,0.33442672476555413,48.0,1138.0,4.760343110813084,1.50684857442035e-22
Hotelling-Lawley trace,0.4177193964763234,48,1046.8776415340449,4.935035988115361,1.543079770613601e-23
Roy's greatest root,0.3076414904923521,24,569,7.293667003756181,3.1372821457884514e-21
Wilks' lambda,0.6881381573492644,48,1136.0,4.863169249264141,2.929726175342305e-23
Pillai's trace,0.3370433068283255,48.0,1138.0,4.80513719862094,7.352128687036875e-23
Hotelling-Lawley trace,0.4166029385399147,48,1046.8776415340449,4.921845889350805,1.901060591143074e-23
Roy's greatest root,0.2907386277213152,24,569,6.892928298892848,7.939591092058546e-20
Wilks' lambda,0.6887674238140453,48,1136.0,4.850133665167168,3.610738295527345e-23
Pillai's trace,0.33495439567109797,48.0,1138.0,4.769365141344777,1.304116295555731e-22
Hotelling-Lawley trace,0.417427925247571,48,1046.8776415340449,4.931592477913233,1.629462138891755e-23
Roy's greatest root,0.3042155139202664,24,569,7.212442809192982,6.031240842381939e-21
Wilks' lambda,0.7225734495933376,48,1136.0,4.175055424778432,1.6856051309074412e-18
Pillai's trace,0.29502205861589836,48.0,1138.0,4.102388152115212,5.264360424356802e-18
Hotelling-Lawley trace,0.3595911839047764,48,1046.8776415340449,4.248295503030743,7.613719695283667e-19
Roy's greatest root,0.2691000479067113,24,569,6.379913635788281,5.0722809965507315e-18
Wilks' lambda,0.6923277910989715,48,1136.0,4.776713853413139,1.1708631276057433e-22
Pillai's trace,0.32932224928305964,48.0,1138.0,4.673361847750321,6.061545741979547e-22
Hotelling-Lawley trace,0.4131311384524637,48,1046.8776415340449,4.880829219979828,3.6364202146916316e-23
Roy's greatest root,0.3133268060845792,24,569,7.428456360921898,1.0621408234672155e-21
Wilks' lambda,0.6867355558317653,48,1136.0,4.892289322702413,1.8365372659645378e-23
Pillai's trace,0.3357170134560026,48.0,1138.0,4.782414364046404,1.058121597211265e-22
Hotelling-Lawley trace,0.42346995493518513,48,1046.8776415340449,5.002974449162746,5.266359590655251e-24
Roy's greatest root,0.32190332275008726,24,569,7.631791276866652,2.0809936626747308e-22
Wilks' lambda,0.6742969834321235,48,1136.0,5.154495270850559,2.7197345541913063e-25
Pillai's trace,0.35200662764950863,48.0,1138.0,5.064031569468109,1.1517834523262592e-24
Hotelling-Lawley trace,0.4440171213021341,48,1046.8776415340449,5.24572354420132,1.1254422781345858e-25
Roy's greatest root,0.3233932746958414,24,569,7.667115554247239,1.5685555341132504e-22
Wilks' lambda,0.6913095449705611,48,1136.0,4.797653608487131,8.37239235595487e-23
Pillai's trace,0.32755404828672746,48.0,1138.0,4.64335517300823,9.792868925206059e-22
Hotelling-Lawley trace,0.4192432520000751,48,1046.8776415340449,4.95303917856771,1.1606427427703083e-23
Roy's greatest root,0.3386738341393825,24,569,8.029392151054527,8.712981138563022e-24
Wilks' lambda,0.6627776386935096,48,1136.0,5.403878099216283,4.905689445947574e-27
Pillai's trace,0.36246315821935177,48.0,1138.0,5.247758191976139,5.989576447709116e-26
Hotelling-Lawley trace,0.47071830155377314,48,1046.8776415340449,5.561177618344279,7.556860948632015e-28
Roy's greatest root,0.3669288039215783,24,569,8.699270392974086,4.347974749154759e-26
Wilks' lambda,0.7060404566150482,48,1136.0,4.49914690795747,9.865425141966225e-21
Pillai's trace,0.31319627501242875,48.0,1138.0,4.402030643374178,4.587893086945735e-20
Hotelling-Lawley trace,0.3891034985085292,48,1046.8776415340449,4.5969609849085,3.2064684407642994e-21
Roy's greatest root,0.29752965569778783,24,569,7.053932253835053,2.1636942480395963e-20
Wilks' lambda,0.7073214825240153,48,1136.0,4.473629877000667,1.481113676213784e-20
Pillai's trace,0.3119117271514414,48.0,1138.0,4.380640110367913,6.445319184546084e-20
Hotelling-Lawley trace,0.38659268035344013,48,1046.8776415340449,4.567297583928076,5.1146219608769826e-21
Roy's greatest root,0.294152006549588,24,569,6.973853821946482,4.1293283203831143e-20
Wilks' lambda,0.7317119880859794,48,1136.0,4.000647958630877,2.6235155118961826e-17
Pillai's trace,0.2837861360889713,48.0,1138.0,3.92031345932818,9.174963094255287e-17
Hotelling-Lawley trace,0.3454773078138582,48,1046.8776415340449,4.081550824598197,1.0235162945967774e-17
Roy's greatest root,0.26578707172797106,24,569,6.301368492217313,9.601766500973317e-18
Wilks' lambda,0.699632720749964,48,1136.0,4.627834239884918,1.2665749840056346e-21
Pillai's trace,0.3151104489867324,48.0,1138.0,4.433966343313712,2.760912882897005e-20
Hotelling-Lawley trace,0.40824864395588595,48,1046.8776415340449,4.823146272394339,9.048692429697309e-23
Roy's greatest root,0.3476304585505005,24,569,8.241738788134782,1.6131944698244572e-24
Wilks' lambda,0.6934138732542579,48,1136.0,4.754429936812168,1.6728596652124954e-22
Pillai's trace,0.3268822308957373,48.0,1138.0,4.631970943066848,1.174670448505387e-21
Hotelling-Lawley trace,0.41287034141985124,48,1046.8776415340449,4.87774810200352,3.8179326558736375e-23
Roy's greatest root,0.3219585564277595,24,569,7.633100775308131,2.0592942825959807e-22
Wilks' lambda,0.6725128810230199,48,1136.0,5.192699629625298,1.4708676998670448e-25
Pillai's trace,0.34743189493276205,48.0,1138.0,4.984382277765446,4.142908564577273e-24
Hotelling-Lawley trace,0.4573032750738808,48,1046.8776415340449,5.402689314908406,9.338191716821731e-27
Roy's greatest root,0.379065998502238,24,569,8.987023047823891,4.546626253663622e-27
Wilks' lambda,0.726551931346885,48,1136.0,4.098722383884677,5.616139477874742e-18
Pillai's trace,0.2863515833303188,48.0,1138.0,3.961675406742193,4.8019765586772535e-17
Hotelling-Lawley trace,0.3586041723031592,48,1046.8776415340449,4.236634713956171,9.13477851508883e-19
Roy's greatest root,0.299257509728873,24,569,7.094896793155364,1.5549448055467242e-20
Wilks' lambda,0.718120361095888,48,1136.0,4.261245741286147,4.315192788624278e-19
Pillai's trace,0.3004332947729196,48.0,1138.0,4.190934474652638,1.302193798967604e-18
Hotelling-Lawley trace,0.36668781070829937,48,1046.8776415340449,4.332136734644691,2.0517469424116162e-19
Roy's greatest root,0.2715401204236491,24,569,6.4377636883773475,3.170942427264136e-18
Wilks' lambda,0.6580732981280151,48,1136.0,5.507600742682265,9.220194357823975e-28
Pillai's trace,0.3725125488076264,48.0,1138.0,5.426555929208749,3.359546520291998e-27
Hotelling-Lawley trace,0.47310969130945996,48,1046.8776415340449,5.589430063898584,4.8270612012877485e-28
Roy's greatest root,0.3339217926469642,24,569,7.916729167338443,2.13700981118697e-23
Wilks' lambda,0.7060972251711436,48,1136.0,4.49801465261799,1.0044967535419181e-20
Pillai's trace,0.3146225583757369,48.0,1138.0,4.425819584347468,3.1429263470593287e-20
Hotelling-Lawley trace,0.3868914669870883,48,1046.8776415340449,4.570827520058071,4.8382433921705975e-21
Roy's greatest root,0.2833187412655589,24,569,6.717015157504291,3.2949286456694544e-19
Wilks' lambda,0.7171877961909282,48,1136.0,4.27939728410548,3.237259122652179e-19
Pillai's trace,0.3014933802840359,48.0,1138.0,4.208347188404053,9.889240055591178e-19
Hotelling-Lawley trace,0.3682871191296614,48,1046.8776415340449,4.351031343518725,1.52621641731212e-19
Roy's greatest root,0.2728060292012345,24,569,6.467776275645933,2.4853299711900103e-18
Wilks' lambda,0.687538528639054,48,1136.0,4.87560751973266,2.3999479250012105e-23
Pillai's trace,0.33004434654180215,48.0,1138.0,4.685634236089668,4.981348826592144e-22
Hotelling-Lawley trace,0.4288902859942794,48,1046.8776415340449,5.0670115254148325,1.9106804160566053e-24
Roy's greatest root,0.3573194282029571,24,569,8.471448110311774,2.619455940625812e-25
Wilks' lambda,0.7100061836414319,48,1136.0,4.4203769341829195,3.4556924421033014e-20
Pillai's trace,0.3052901775894294,48.0,1138.0,4.270891215693456,3.675804702638739e-19
Hotelling-Lawley trace,0.38689445452271554,48,1046.8776415340449,4.570862815512293,4.8355566182075904e-21
Roy's greatest root,0.3194545549117518,24,569,7.573735072699448,3.312718132683277e-22
Wilks' lambda,0.7213731191511012,48,1136.0,4.1982094453828624,1.1693545422370442e-18
Pillai's trace,0.29594995036707167,48.0,1138.0,4.117531685643518,4.1468799280999095e-18
Hotelling-Lawley trace,0.3622311455661442,48,1046.8776415340449,4.279484636013304,4.676271631829275e-19
Roy's greatest root,0.2748643290842353,24,569,6.516575135372078,1.6726703234951594e-18
Wilks' lambda,0.6889264152757194,48,1136.0,4.846842900519944,3.806339400477924e-23
Pillai's trace,0.3341257651797092,48.0,1138.0,4.75519991278943,1.6362110701155937e-22
Hotelling-Lawley trace,0.4180728128323853,48,1046.8776415340449,4.9392113327382505,1.444454599584691e-23
Roy's greatest root,0.31020556851257924,24,569,7.354457020152399,1.9244654564011707e-21
Wilks' lambda,0.7080718643071836,48,1136.0,4.458715032645781,1.8779709688387768e-20
Pillai's trace,0.3103804857866263,48.0,1138.0,4.355184084516902,9.656646330601219e-20
Hotelling-Lawley trace,0.3862260306961783,48,1046.8776415340449,4.562965897947293,5.475413094257169e-21
Roy's greatest root,0.2990971674460822,24,569,7.091095344867532,1.603344242140939e-20
Wilks' lambda,0.7264342149029624,48,1136.0,4.1009719409653735,5.420684435507579e-18
Pillai's trace,0.28884416812289004,48.0,1138.0,4.001981404425739,2.552412485121472e-17
Hotelling-Lawley trace,0.35555511672269924,48,1046.8776415340449,4.2006124484203475,1.6028380914524909e-18
Roy's greatest root,0.28060184842748803,24,569,6.652602156468362,5.551828473045747e-19
