Test,Value,Num DF,Den DF,F Value,Pr > F
Roy's greatest root,0.15667415786704503,9,584,10.16641202159492,1.2945460805914776e-14
Wilks' lambda,0.8597159361560374,18,1166.0,5.08543551954713,2.446831070152139e-11
Pillai's trace,0.14283500949558062,18.0,1168.0,4.990620169985411,4.7059731612701944e-11
Hotelling-Lawley trace,0.16020770628979758,18,967.8958810068611,5.181856208094275,1.5829538386622832e-11
Roy's greatest root,0.13883571272466133,9,584,9.008895136800247,8.460315330882651e-13
Wilks' lambda,0.8324893392188699,18,1166.0,6.218683915289872,8.750040230809868e-15
Pillai's trace,0.17092347693046578,18.0,1168.0,6.063734547546822,2.60421342666634e-14
Hotelling-Lawley trace,0.1971170523165722,18,967.8958810068611,6.375674709556221,4.17776901173434e-15
Roy's greatest root,0.17348683671502702,9,584,11.257368071286196,2.581080581375737e-16
Wilks' lambda,0.8631625498217146,18,1166.0,4.945813870449075,6.423762196967938e-11
Pillai's trace,0.1396508663804678,18.0,1168.0,4.871015546511125,1.0739148524064351e-10
Hotelling-Lawley trace,0.1552709092902438,18,967.8958810068611,5.022177421270098,4.708483071220798e-11
Roy's greatest root,0.13024567985126853,9,584,8.451497448126757,6.375674055014816e-12
Wilks' lambda,0.8271502286995012,18,1166.0,6.447450238697789,1.73528618209265e-15
Pillai's trace,0.17758655357166242,18.0,1168.0,6.323150306784926,4.168884970743604e-15
