accuracy,recall,precision,f1,roc_auc_ovr,mcc,fit_time,Dataset,model,sampling
0.3333333333333333,0.3333333333333333,0.3005840720126434,0.30231021761938603,0.46979159126707365,-0.07944024491411127,5.0563130378723145,Validation,XGBoost,Original
0.4,0.4,0.34307798481711527,0.3644439881594032,0.48353684101662536,-0.07282795353243039,5.122757434844971,Validation,XGBoost,Original
0.3142857142857143,0.3142857142857143,0.28253968253968254,0.29747899159663865,0.5093278564242792,-0.20882054616825324,5.191826105117798,Validation,XGBoost,Original
0.3333333333333333,0.3333333333333333,0.31301535765821475,0.3128297755883963,0.4960714412737886,-0.1557161084210639,5.076251745223999,Validation,XGBoost,Original
0.29523809523809524,0.29523809523809524,0.2908026113671275,0.2927219906530251,0.44037870525696615,-0.21456165214314674,5.137525796890259,Validation,XGBoost,Original
0.38095238095238093,0.38095238095238093,0.35399659863945576,0.36568038362886135,0.48198341100958936,-0.10420028090412686,5.525386810302734,Validation,XGBoost,Original
0.4,0.4,0.3828968845362288,0.39067526676222336,0.48065534498912194,-0.05386118570674583,5.218064785003662,Validation,XGBoost,Original
0.4857142857142857,0.4857142857142857,0.4658218647024617,0.47136306374401615,0.5577691082087859,0.07829215056755869,5.323420286178589,Validation,XGBoost,Original
0.4,0.4,0.3908928039198346,0.3908034114783271,0.4829164114328895,-0.11809025814996743,5.323798418045044,Validation,XGBoost,Original
0.3047619047619048,0.3047619047619048,0.29225108225108226,0.2942325648208002,0.5018723380410831,-0.14258795636800753,5.185683012008667,Validation,XGBoost,Original
0.7555555555555555,0.7555555555555555,0.7538731677679045,0.7521363531213286,0.931344471476085,0.5790492420671469,5.0563130378723145,Train,XGBoost,Original
0.7396825396825397,0.7396825396825397,0.7368688095831012,0.7362813430511962,0.9250134146944671,0.5591325137438707,5.122757434844971,Train,XGBoost,Original
0.744973544973545,0.744973544973545,0.7453724514253074,0.7399479818854882,0.9274758925612093,0.5653699308042971,5.191826105117798,Train,XGBoost,Original
0.746031746031746,0.746031746031746,0.7445522120442536,0.7402775291909509,0.9275818143417863,0.5658959900636977,5.076251745223999,Train,XGBoost,Original
0.7608465608465609,0.7608465608465609,0.759342723598799,0.7566589005915132,0.9349957659216491,0.6001013812683011,5.137525796890259,Train,XGBoost,Original
0.7470899470899471,0.7470899470899471,0.7447909834950527,0.7440826673252753,0.9298306805555475,0.5748765534858009,5.525386810302734,Train,XGBoost,Original
0.7396825396825397,0.7396825396825397,0.7390692372695593,0.7336559677003481,0.9237960053875747,0.5594953381023885,5.218064785003662,Train,XGBoost,Original
0.7322751322751323,0.7322751322751323,0.7315872295775874,0.7253104404180325,0.9207111887605111,0.5509593720866015,5.323420286178589,Train,XGBoost,Original
0.7492063492063492,0.7492063492063492,0.7480449592696579,0.7444812194736908,0.93053431121066,0.5772110714938656,5.323798418045044,Train,XGBoost,Original
0.7513227513227513,0.7513227513227513,0.7495889037347047,0.7460239854316628,0.9299840317217049,0.5732830131422696,5.185683012008667,Train,XGBoost,Original
0.375,0.375,0.40046706309041835,0.38185789345063537,0.4968990546315024,0.07302637900485684,4.063861846923828,Validation,XGBoost,Undersampling
0.4166666666666667,0.4166666666666667,0.4194816970310391,0.41262779929108534,0.543847544804959,0.1300072666024919,4.041554927825928,Validation,XGBoost,Undersampling
0.4583333333333333,0.4583333333333333,0.503921568627451,0.47172619047619047,0.5517947826975604,0.19737592555458972,4.249652624130249,Validation,XGBoost,Undersampling
0.2916666666666667,0.2916666666666667,0.3162393162393162,0.2989583333333333,0.46555129406696794,-0.05277086185317611,4.003629207611084,Validation,XGBoost,Undersampling
0.2916666666666667,0.2916666666666667,0.2793943994601889,0.28067299836601306,0.48847808074081156,-0.05526320573340517,3.980051279067993,Validation,XGBoost,Undersampling
0.3191489361702128,0.3191489361702128,0.2957446808510638,0.3013767209011264,0.5354577175697864,-0.011019660081788105,4.086207628250122,Validation,XGBoost,Undersampling
0.44680851063829785,0.44680851063829785,0.43108880019148293,0.4308510638297872,0.5030668677727501,0.16274471662550732,4.044594049453735,Validation,XGBoost,Undersampling
0.23404255319148937,0.23404255319148937,0.21382497352459806,0.2199804353142578,0.41029809065674944,-0.1498299126623925,3.838361978530884,Validation,XGBoost,Undersampling
0.40425531914893614,0.40425531914893614,0.44335451782260293,0.4029283916723862,0.5673189584180296,0.14336706582945302,4.1011176109313965,Validation,XGBoost,Undersampling
0.3404255319148936,0.3404255319148936,0.34701114488348533,0.340256222134432,0.48236740111740106,-0.0006930740900484566,4.157015085220337,Validation,XGBoost,Undersampling
0.8665105386416861,0.8665105386416861,0.8667926479981397,0.8664309048024298,0.9823830106264607,0.7999736746865161,4.063861846923828,Train,XGBoost,Undersampling
0.8548009367681498,0.8548009367681498,0.8551355305781171,0.8541676315143736,0.9788107350516076,0.7827544873219308,4.041554927825928,Train,XGBoost,Undersampling
0.8594847775175644,0.8594847775175644,0.8595040546884809,0.8588652835235221,0.9800857316133045,0.7895423457381755,4.249652624130249,Train,XGBoost,Undersampling
0.8501170960187353,0.8501170960187353,0.849961266523953,0.8494750817168328,0.9776436023107685,0.7755957684693184,4.003629207611084,Train,XGBoost,Undersampling
0.8594847775175644,0.8594847775175644,0.8593149275354104,0.8589667809214375,0.9801346074751237,0.7894691775472669,3.980051279067993,Train,XGBoost,Undersampling
0.8551401869158879,0.8551401869158879,0.8553000536363411,0.8551993502766945,0.9791264611234611,0.7827087497364623,4.086207628250122,Train,XGBoost,Undersampling
0.8551401869158879,0.8551401869158879,0.855059159478533,0.8547477707238913,0.9787780196709525,0.7828883216040692,4.044594049453735,Train,XGBoost,Undersampling
0.8598130841121495,0.8598130841121495,0.8600923818196752,0.8591872396967363,0.9804365158956162,0.7901420668173986,3.838361978530884,Train,XGBoost,Undersampling
0.8481308411214953,0.8481308411214953,0.8483301389148024,0.8479296484526064,0.9772106015723973,0.7723962926575589,4.1011176109313965,Train,XGBoost,Undersampling
0.8574766355140186,0.8574766355140186,0.856991250755276,0.856804717488701,0.978865030460541,0.7866521579984297,4.157015085220337,Train,XGBoost,Undersampling
0.5214723926380368,0.5214723926380368,0.503271327297999,0.5091643731671291,0.6356969481466647,0.2814809441399741,6.662872314453125,Validation,XGBoost,Oversampling
0.5153374233128835,0.5153374233128835,0.519010687965428,0.5170491029638168,0.6617094388643004,0.2703209660049141,7.011643886566162,Validation,XGBoost,Oversampling
0.48466257668711654,0.48466257668711654,0.4730166894579094,0.47743951846278504,0.6693625666083293,0.2286812996749772,6.9011969566345215,Validation,XGBoost,Oversampling
0.49693251533742333,0.49693251533742333,0.5096333151219217,0.49974847252128307,0.6438694955194983,0.24862451271508762,6.669896125793457,Validation,XGBoost,Oversampling
0.5460122699386503,0.5460122699386503,0.5516103795538276,0.548504898415379,0.6877616788766634,0.31780649651669346,6.821528911590576,Validation,XGBoost,Oversampling
0.48466257668711654,0.48466257668711654,0.4632555307555166,0.46645165564001845,0.6610726066127386,0.23397299324303714,6.9075844287872314,Validation,XGBoost,Oversampling
0.4785276073619632,0.4785276073619632,0.4731272958055272,0.4752079799896325,0.6542378980102902,0.21784363101467805,6.5313074588775635,Validation,XGBoost,Oversampling
0.5308641975308642,0.5308641975308642,0.5180464778503994,0.5203722801808175,0.6962792642140467,0.2886180852550568,6.738038063049316,Validation,XGBoost,Oversampling
0.48148148148148145,0.48148148148148145,0.4949845679012346,0.4803981847460108,0.6472482929881791,0.23028005566123397,6.7109973430633545,Validation,XGBoost,Oversampling
0.5740740740740741,0.5740740740740741,0.5763447971781306,0.5745053761668507,0.7300061614350256,0.3618470137210218,6.647693395614624,Validation,XGBoost,Oversampling
