accuracy,recall,precision,f1,roc_auc_ovr,mcc,fit_time,Dataset,model,sampling
0.34285714285714286,0.34285714285714286,0.301126006530021,0.3042630385487528,0.4736691732919958,-0.07172593101643619,50.67529582977295,Validation,GradientBoosting,Original
0.42857142857142855,0.42857142857142855,0.38735521235521236,0.3909297052154195,0.5055829789657283,-0.027531957975796998,50.25949716567993,Validation,GradientBoosting,Original
0.3619047619047619,0.3619047619047619,0.34161059687991774,0.35014685532332596,0.5268658925217055,-0.11572125382525189,50.46854829788208,Validation,GradientBoosting,Original
0.3142857142857143,0.3142857142857143,0.2885386967733854,0.2932273917348544,0.5131584086323239,-0.18461620043989596,50.36882996559143,Validation,GradientBoosting,Original
0.3142857142857143,0.3142857142857143,0.31412698412698414,0.31407957122242836,0.4776614927552367,-0.18544414903366624,50.95326805114746,Validation,GradientBoosting,Original
0.3904761904761905,0.3904761904761905,0.33810052910052907,0.35918345675032465,0.5004430185150995,-0.1514515733894172,50.70222735404968,Validation,GradientBoosting,Original
0.4,0.4,0.37623857623857626,0.38655683617320447,0.4947490131052687,-0.06879034259434763,49.6747190952301,Validation,GradientBoosting,Original
0.47619047619047616,0.47619047619047616,0.42084656084656086,0.44162037628949974,0.583362366667355,0.0373377293030599,50.36049175262451,Validation,GradientBoosting,Original
0.4380952380952381,0.4380952380952381,0.4112286293827876,0.4217580201479499,0.5004710696402179,-0.04818501782318259,50.730865716934204,Validation,GradientBoosting,Original
0.34285714285714286,0.34285714285714286,0.33311036010467515,0.32754173471473047,0.5214869661220325,-0.09195208272186749,50.24479961395264,Validation,GradientBoosting,Original
0.7555555555555555,0.7555555555555555,0.7594540644466256,0.7468368238604174,0.9307046016896953,0.5782405398317186,50.67529582977295,Train,GradientBoosting,Original
0.7396825396825397,0.7396825396825397,0.7424576798150034,0.7309112760163952,0.9247328587496114,0.5549414039186166,50.25949716567993,Train,GradientBoosting,Original
0.744973544973545,0.744973544973545,0.751250134072749,0.7375976841829025,0.9272093591429166,0.5631657692708825,50.46854829788208,Train,GradientBoosting,Original
0.746031746031746,0.746031746031746,0.7491761602550606,0.7368836974271004,0.9269262545824484,0.5651612310212286,50.36882996559143,Train,GradientBoosting,Original
0.7608465608465609,0.7608465608465609,0.7670095703071729,0.7536918310623558,0.9343431225699614,0.5940855121058655,50.95326805114746,Train,GradientBoosting,Original
0.7470899470899471,0.7470899470899471,0.7573494815147334,0.7380906734281797,0.9294183730584994,0.5708811381176265,50.70222735404968,Train,GradientBoosting,Original
0.7396825396825397,0.7396825396825397,0.7449925265030566,0.7307782385433331,0.9235612671936134,0.5572349645055815,49.6747190952301,Train,GradientBoosting,Original
0.7322751322751323,0.7322751322751323,0.7420204215366747,0.7217922967701556,0.9202249902828566,0.5457602434071013,50.36049175262451,Train,GradientBoosting,Original
0.7492063492063492,0.7492063492063492,0.7550322805063618,0.7413236462198967,0.930090299529421,0.5754568558910356,50.730865716934204,Train,GradientBoosting,Original
0.7513227513227513,0.7513227513227513,0.7595355357213227,0.7420988277991852,0.9296086269446251,0.5698518672261321,50.24479961395264,Train,GradientBoosting,Original
0.2916666666666667,0.2916666666666667,0.3189690806878307,0.30238626181166506,0.4825016276154796,-0.05639355174253302,25.032365083694458,Validation,GradientBoosting,Undersampling
0.375,0.375,0.3717592592592593,0.37027278836754646,0.5557830250155618,0.06671028241661635,24.625231742858887,Validation,GradientBoosting,Undersampling
0.3958333333333333,0.3958333333333333,0.43634259259259256,0.40488505747126435,0.5453886651803318,0.10883604867788708,24.69870090484619,Validation,GradientBoosting,Undersampling
0.3333333333333333,0.3333333333333333,0.3786324786324786,0.34765625,0.471656147774177,0.017218543046357615,24.633121728897095,Validation,GradientBoosting,Undersampling
0.375,0.375,0.37963133169934643,0.3755118534482758,0.5104400712786535,0.062173254195201554,24.76050043106079,Validation,GradientBoosting,Undersampling
0.3617021276595745,0.3617021276595745,0.32666431125030687,0.33753537862261085,0.5294037459985735,0.05375818794521457,24.656593799591064,Validation,GradientBoosting,Undersampling
0.3829787234042553,0.3829787234042553,0.35678898139582693,0.3642408123791102,0.46732026143790845,0.05856134458698164,24.71816897392273,Validation,GradientBoosting,Undersampling
0.3191489361702128,0.3191489361702128,0.30354907920615054,0.30803782505910166,0.44272559759614083,-0.023320164431204354,24.84839153289795,Validation,GradientBoosting,Undersampling
0.3617021276595745,0.3617021276595745,0.37659574468085105,0.34359028481368903,0.5634244181457805,0.09207270283922235,24.59687089920044,Validation,GradientBoosting,Undersampling
0.2765957446808511,0.2765957446808511,0.311639549436796,0.2876091107474086,0.46473572723572715,-0.0857656176523711,24.827295780181885,Validation,GradientBoosting,Undersampling
0.8665105386416861,0.8665105386416861,0.868975145965073,0.8652886592662281,0.9823830106264607,0.802003291912833,25.032365083694458,Train,GradientBoosting,Undersampling
0.8548009367681498,0.8548009367681498,0.8556971588967398,0.8539507590873974,0.9788107350516076,0.7831822564507415,24.625231742858887,Train,GradientBoosting,Undersampling
0.8594847775175644,0.8594847775175644,0.860385712716533,0.8582721839761216,0.9800857316133046,0.790481326538914,24.69870090484619,Train,GradientBoosting,Undersampling
0.8501170960187353,0.8501170960187353,0.8538083863498608,0.8481863236503074,0.9776436023107685,0.7783898944565171,24.633121728897095,Train,GradientBoosting,Undersampling
0.8594847775175644,0.8594847775175644,0.8603072297061369,0.8585727411993898,0.9801346074751237,0.7902779158852083,24.76050043106079,Train,GradientBoosting,Undersampling
0.8551401869158879,0.8551401869158879,0.8575231587164611,0.8537072800634549,0.9791264611234611,0.7850374708724429,24.656593799591064,Train,GradientBoosting,Undersampling
0.8551401869158879,0.8551401869158879,0.8566313445986343,0.8536747916027906,0.9787780196709525,0.784712648892464,24.71816897392273,Train,GradientBoosting,Undersampling
0.8598130841121495,0.8598130841121495,0.8625949306625196,0.8580508215023309,0.9804365158956162,0.7922877924629702,24.84839153289795,Train,GradientBoosting,Undersampling
0.8481308411214953,0.8481308411214953,0.852966093315562,0.84666071703917,0.9772106015723973,0.7756602744192762,24.59687089920044,Train,GradientBoosting,Undersampling
0.8574766355140186,0.8574766355140186,0.8572842221000551,0.856451720868684,0.978865030460541,0.7871444236335267,24.827295780181885,Train,GradientBoosting,Undersampling
0.5521472392638037,0.5521472392638037,0.5311730544558589,0.5382181990730854,0.6846684856292219,0.32691688074168146,90.76111268997192,Validation,GradientBoosting,Oversampling
0.5398773006134969,0.5398773006134969,0.5322916981474206,0.5346391575979894,0.695010553641143,0.3065905207450273,90.5652391910553,Validation,GradientBoosting,Oversampling
0.5521472392638037,0.5521472392638037,0.5407188947731029,0.5450531158091483,0.7146312707753385,0.3300164220692125,90.03011751174927,Validation,GradientBoosting,Oversampling
0.5214723926380368,0.5214723926380368,0.5300386820260098,0.5243033741452844,0.6746377285009032,0.2833362956922698,90.38037419319153,Validation,GradientBoosting,Oversampling
