dataset,model,sampling,acc,recall,precision,f1,mcc,roc_auc,conf_matrix,fit_time
Validation,GradientBoosting,Original,0.4524714828897338,0.4524714828897338,0.41936659001388854,0.43061718673716304,0.03862031588426623,0.4911583977461706,"{0: {0: 93, 1: 52, 2: 22}, 1: {0: 37, 1: 19, 2: 12}, 2: {0: 7, 1: 14, 2: 7}}",53.21830725669861
grid_Validation,GradientBoosting,Original,0.3916349809885932,0.3916349809885932,0.3484537551733444,0.3648851083220305,-0.07760935961768228,0.44057746569815603,"{0: {0: 87, 1: 59, 2: 24}, 1: {0: 42, 1: 12, 2: 13}, 2: {0: 8, 1: 14, 2: 4}}",3899.337621688843
Validation,GradientBoosting,Undersampling,0.4117647058823529,0.4117647058823529,0.4173027754519175,0.4099647577364205,0.12215923017092403,0.563372698244895,"{0: {0: 19, 1: 13, 2: 4}, 1: {0: 9, 1: 11, 2: 14}, 2: {0: 15, 1: 15, 2: 19}}",27.02431321144104
grid_Validation,GradientBoosting,Undersampling,0.36134453781512604,0.36134453781512604,0.3522475656929438,0.3489783873415587,0.047897627372179126,0.5535762828879948,"{0: {0: 15, 1: 15, 2: 5}, 1: {0: 12, 1: 7, 2: 11}, 2: {0: 16, 1: 17, 2: 21}}",1784.213891029358
Validation,GradientBoosting,Oversampling,0.5823095823095823,0.5823095823095823,0.5702652016990253,0.5735378967775455,0.3762171583819238,0.7441284532172218,"{0: {0: 67, 1: 53, 2: 6}, 1: {0: 50, 1: 63, 2: 15}, 2: {0: 16, 1: 30, 2: 107}}",97.75039172172546
grid_Validation,GradientBoosting,Oversampling,0.5798525798525799,0.5798525798525799,0.5680337045256401,0.5708630011129763,0.3728086569127635,0.7481609786563386,"{0: {0: 68, 1: 50, 2: 6}, 1: {0: 50, 1: 62, 2: 16}, 2: {0: 15, 1: 34, 2: 106}}",6370.663635730743
