dataset,model,sampling,acc,recall,precision,f1,mcc,roc_auc,conf_matrix,fit_time
Validation,AdaBoost,Original,0.5133079847908745,0.5133079847908745,0.47261756771316465,0.47521096397597445,0.11854372944732726,0.6020207080360026,"{0: {0: 107, 1: 55, 2: 25}, 1: {0: 26, 1: 22, 2: 10}, 2: {0: 4, 1: 8, 2: 6}}",3.5232481956481934
grid_Validation,AdaBoost,Original,0.5133079847908745,0.5133079847908745,0.47261756771316465,0.47521096397597445,0.11854372944732726,0.6020207080360026,"{0: {0: 107, 1: 55, 2: 25}, 1: {0: 26, 1: 22, 2: 10}, 2: {0: 4, 1: 8, 2: 6}}",136.17098450660706
Validation,AdaBoost,Undersampling,0.42016806722689076,0.42016806722689076,0.4316415590626494,0.41859167518739976,0.13745204566742206,0.6011755536617728,"{0: {0: 15, 1: 7, 2: 8}, 1: {0: 15, 1: 16, 2: 10}, 2: {0: 13, 1: 16, 2: 19}}",1.8199522495269775
grid_Validation,AdaBoost,Undersampling,0.42857142857142855,0.42857142857142855,0.4441396230623397,0.41841712003900783,0.157438742056399,0.5951567404882365,"{0: {0: 17, 1: 7, 2: 6}, 1: {0: 11, 1: 10, 2: 7}, 2: {0: 15, 1: 22, 2: 24}}",72.7878201007843
Validation,AdaBoost,Oversampling,0.5085995085995086,0.5085995085995086,0.4979907244370054,0.499606463594421,0.2664351806625541,0.7073636316002123,"{0: {0: 58, 1: 54, 2: 9}, 1: {0: 46, 1: 55, 2: 25}, 2: {0: 29, 1: 37, 2: 94}}",6.36500358581543
grid_Validation,AdaBoost,Oversampling,0.5945945945945946,0.5945945945945946,0.5887957621538499,0.5905610468861123,0.3925688134925054,0.7486715538687316,"{0: {0: 72, 1: 44, 2: 8}, 1: {0: 49, 1: 70, 2: 20}, 2: {0: 12, 1: 32, 2: 100}}",300.9418532848358
