p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,target,experimental_characteristics
28.310000000000002,25.185264507330327,17.07552178873696,7.3056932875358065,3.182363461783128,6.514375314129163,6.434858934797734,4.732427652088288,5.7985920604865,7.996017226351024,8.591474126190752,7.481948706113048,5.639230125063586,4.1393029772537755,3.6676302403251753,4.148766971506536,4.799385377316558,4.898566453305182,4.269518109744351,3.5630724894993087,3.66309987270498,3.837919529956331,2.9439104148562327,1.6234029820267004,3.23890878477041,5.116796870599824,5.592953621536857,5.611684544715735,7.117425497767561,8.905646302470835,8.6033065305192,5.397290384059444,4320.0,Mammalian
18.0,17.179026874420035,14.864315581730336,11.47007769205439,7.597058354627893,3.959230617759823,1.717996303455962,2.3526829829199176,3.0934250221838036,2.9861784134308826,2.2399840239673825,1.3342427131912744,1.008440762872696,1.3168396317795443,1.5563603584894885,1.768680877758783,2.2673773395709858,2.993704941784402,3.604923696966062,3.8181615634647246,3.543473510734801,2.983511427175437,2.7475664569629212,3.3345578037928356,4.277560242957091,4.936147128116351,4.9745369968006825,4.324025799371819,3.156128492770224,1.9283103184936616,1.568378259865836,2.0939899310130015,4320.0,Mammalian
34.64,24.94735374221674,5.386595349402665,11.635342293474283,10.735928281591635,0.5857411158000454,8.107437589838327,7.062235107926282,1.9455966347978968,1.5082779732993412,3.126892052943306,8.182525034548606,9.93506251164439,8.809001508894637,7.3436150657637205,6.487665280210498,5.712617613668887,3.8780641926002137,5.4124597433061545,5.588595979078377,2.4861061239901807,7.4825932666543995,9.488422028508758,5.9653155150655515,2.819761290368937,2.508275089759641,5.250829918669988,9.831450520123218,10.418601305477512,6.9374492323791825,2.9934298430059147,1.2817658317243008,4320.0,Mammalian
41.209999999999994,24.99782865409396,2.56931500643927,7.9916000873638104,5.432401910553533,10.763486311311727,1.9547806301685164,4.94368275818965,2.286291539026627,3.106479859209432,5.065420979598328,5.765555781200773,2.1475674647784526,2.9840057564235316,3.9142829249519964,0.8804192504816664,6.695677710284448,6.454593259665555,6.951088855396032,5.3427991871418135,3.96515487435001,7.417047335500902,3.566774735687121,6.326564274566437,0.873997138768347,6.30534384954248,4.328598797086827,3.239342219250272,3.8998090067152957,4.558252303798368,5.056111819529896,2.773829069247355,4320.0,Mammalian
43.03,26.694215291738896,1.1056564394569246,8.188407002757472,4.4615325370096945,10.053363113907023,3.113392926255999,3.3663646783914625,1.7553375496153816,1.871200877926266,6.374016231039024,6.554969936973993,2.3960163136762094,2.6679874823938006,1.695776384432161,1.664580476553613,5.195969591904862,5.348620533463537,5.1108963609622,4.772568193107478,1.9812783855717724,5.3467380899473795,6.352316200920329,7.290707942152527,1.6043036143169,6.328164372113346,3.2944258208479646,4.2772316234695955,4.576021110601155,4.035369915819362,4.09904179620536,1.8275027743555465,4320.0,Mammalian
37.900000000000006,29.945173283229405,12.34434445427759,5.463750783100066,9.37311792514436,5.505725157181643,0.6461264141741349,1.5587576623431036,1.7250002539471168,2.6300040707524412,3.6158495133479818,3.646947736957219,3.9367624422237224,4.560951476516824,1.9263490501492964,3.114122414351636,6.023968791419824,5.080275422745893,7.051661689625711,10.256811143501695,9.714933191453584,7.235282584254904,5.016472960790355,3.536593728983276,4.3393978987737905,4.996702732426529,4.886165545905399,3.1962357953841445,1.0331674212961581,4.017977277731208,5.0120799067447,6.034402880782876,4320.0,Mammalian
26.29,23.98981593075237,17.84459706971867,9.81522086374964,2.3574968179074616,3.1912230855752237,5.488378465584776,5.733883331178844,5.70903388486359,6.405400343302363,7.138657222194062,7.358463707703,7.079906744871954,6.23818277432492,4.648726472080329,2.85267490301584,3.2573762447712427,5.136015946932369,6.185201812325309,5.940026179020491,4.9832122431085155,4.44705091842617,4.6166537806184555,4.6406627638229105,4.308866684115366,4.535458157757733,5.816882516394778,7.235863163117034,7.883877534411999,7.366215759026331,5.695001026414215,3.1663564937260227,4320.0,Mammalian
11.469999999999999,11.152994441787849,10.230113946099513,8.782880808602833,6.9379149985779165,4.854493550675634,2.711790436104879,0.7502569119326341,1.2463978699794118,2.6422267207719092,3.6337336486017042,4.1887692085457155,4.3572927862942255,4.254822131522106,4.051581036413193,3.932621017253032,4.009102143872116,4.245707464955069,4.504513050548023,4.644273492091127,4.5740790728022604,4.262364862879415,3.7297727096195783,3.0385563332873065,2.2833073270391755,1.5894757288497243,1.1245593449352647,1.0215133448107083,1.1338146597959935,1.2336442792385307,1.2497824405093347,1.2134536979659973,4320.0,Mammalian
15.31,13.978993461536417,10.333844252739945,5.319955453578579,0.45109718935087884,3.8634425317705103,5.891472143534222,5.682260921716721,3.5963380137812875,0.8182324036098113,3.058011805117803,5.500317388995378,6.699401949462024,6.662977545302272,5.878901545397242,5.031322735504212,4.508935572837562,4.184373696547024,3.9460867043589216,4.006456108698446,4.355867470698754,4.503256248797709,4.024062825019328,3.0060874044165877,2.4124993037577576,3.1769100116336415,4.12212503562912,4.275065692031742,3.4305310701132887,1.9441667861684726,1.2276410933081534,2.1823345337593203,4320.0,Mammalian
17.92,16.488610260974628,12.58146467377729,7.274963252394023,2.4691234208241206,3.496079838498502,5.470573061477895,5.325720394556058,3.350838927350819,0.7368177782997788,2.4987717902817796,4.127547864886046,4.225018527181603,2.9034899702523154,0.8525955380995496,1.2762726439768004,2.2441479452121698,1.8312210359176564,1.5540456699713603,4.31655472262797,7.682713575314913,10.341475405626497,11.486329766615127,10.764761280379172,8.341767107930453,4.851461029551392,1.6046190201695525,2.8981415900063627,4.852521004321564,5.423999828351998,4.562802404044673,2.584609180493065,4320.0,Mammalian
