dataset,model,sampling,acc,recall,precision,f1,mcc,roc_auc,conf_matrix,fit_time,metrics_time
Train,SVM,Original,0.5152380952380953,0.5152380952380953,0.2654702947845805,0.35040076621471966,0.0,0.6721644992551835,"{0: {0: 541, 1: 352, 2: 157}, 1: {0: 0, 1: 0, 2: 0}, 2: {0: 0, 1: 0, 2: 0}}",4.204850912094116,0.010968923568725586
Validation,SVM,Original,0.5209125475285171,0.5209125475285171,0.2713498821726496,0.35682509505703425,0.0,0.5672709493361434,"{0: {0: 137, 1: 85, 2: 41}, 1: {0: 0, 1: 0, 2: 0}, 2: {0: 0, 1: 0, 2: 0}}",4.204850912094116,0.010968923568725586
