dataset,model,sampling,acc,recall,precision,f1,mcc,roc_auc,conf_matrix
Test_independent,Random_Forest,Original,0.7239512855209743,0.7239512855209743,0.7298608486470202,0.7229016337438048,0.41799885400707687,0.8155374702002443,"{0: {0: 398, 1: 98, 2: 6}, 1: {0: 69, 1: 124, 2: 1}, 2: {0: 13, 1: 17, 2: 13}}"
Test_independent,Random_Forest,Undersampling,0.33152909336941816,0.33152909336941816,0.5396941187880937,0.389866884075706,0.026470324939824295,0.48755750926233354,"{0: {0: 165, 1: 77, 2: 0}, 1: {0: 148, 1: 63, 2: 3}, 2: {0: 167, 1: 99, 2: 17}}"
Test_independent,Random_Forest,Oversampling,0.625169147496617,0.625169147496617,0.7249914992540162,0.661735207046905,0.3444646908417612,0.7728428230097986,"{0: {0: 322, 1: 62, 2: 0}, 1: {0: 99, 1: 123, 2: 3}, 2: {0: 59, 1: 54, 2: 17}}"
Test_excluded,Random_Forest,Original,0.5892857142857143,0.5892857142857143,0.6249001031086078,0.5013328619960637,0.15225696411577974,0.7103290724300388,"{0: {0: 328, 1: 166, 2: 62}, 1: {0: 21, 1: 31, 2: 4}, 2: {0: 0, 1: 0, 2: 4}}"
Test_excluded,Random_Forest,Undersampling,0.48863636363636365,0.48863636363636365,0.5754871426455401,0.5030145664060433,0.22409828438718826,0.6603790341205918,"{0: {0: 195, 1: 76, 2: 6}, 1: {0: 49, 1: 53, 2: 11}, 2: {0: 105, 1: 68, 2: 53}}"
Test_excluded,Random_Forest,Oversampling,0.564935064935065,0.564935064935065,0.6138429629365663,0.5721923280025911,0.2996193175050585,0.71168126255384,"{0: {0: 225, 1: 78, 2: 10}, 1: {0: 53, 1: 71, 2: 8}, 2: {0: 71, 1: 48, 2: 52}}"
