dataset,model,sampling,acc,recall,precision,f1,mcc,roc_auc,conf_matrix
Train,RandomForest,Original,0.7285714285714285,0.7285714285714285,0.7265417221454668,0.7225946424373662,0.5398634236253391,0.9023598152168911,"{0: {0: 461, 1: 131, 2: 33}, 1: {0: 62, 1: 200, 2: 20}, 2: {0: 18, 1: 21, 2: 104}}"
Validation,RandomForest,Original,0.3840304182509506,0.3840304182509506,0.34452342129762953,0.35995686241788405,-0.08656730643021443,0.44756782030888076,"{0: {0: 85, 1: 57, 2: 25}, 1: {0: 46, 1: 12, 2: 12}, 2: {0: 6, 1: 16, 2: 4}}"
Train,RandomForest,Under,0.8421052631578947,0.8421052631578947,0.8423521773621728,0.8412802728747001,0.7639464014377527,0.9750044720716974,"{0: {0: 128, 1: 18, 2: 7}, 1: {0: 15, 1: 125, 2: 7}, 2: {0: 12, 1: 16, 2: 147}}"
Validation,RandomForest,Under,0.3949579831932773,0.3949579831932773,0.3808046682630479,0.3801652516143191,0.09740170787312898,0.5352333038478548,"{0: {0: 18, 1: 15, 2: 6}, 1: {0: 11, 1: 7, 2: 9}, 2: {0: 14, 1: 17, 2: 22}}"
Train,RandomForest,Over,0.8106945298094653,0.8106945298094653,0.8099912086654482,0.8069118596254757,0.7190185408374751,0.9559343360865945,"{0: {0: 404, 1: 85, 2: 4}, 1: {0: 87, 1: 382, 2: 13}, 2: {0: 54, 1: 65, 2: 533}}"
Validation,RandomForest,Over,0.5626535626535627,0.5626535626535627,0.5440469252381479,0.5474407719911958,0.3500268448665225,0.7085957874100417,"{0: {0: 65, 1: 57, 2: 4}, 1: {0: 50, 1: 53, 2: 13}, 2: {0: 18, 1: 36, 2: 111}}"
