accuracy,recall,precision,f1,roc_auc_ovr,mcc,fit_time,score_time,Dataset,model,sampling
0.36363636363636365,0.36363636363636365,0.3556356602778266,0.35639281209476575,0.43533521750642407,-0.09808528234648942,0.19624781608581543,0.03644537925720215,Validation,RandomForest,Original
0.3787878787878788,0.3787878787878788,0.3272151069903879,0.3454216968982458,0.43818508808482065,-0.1098535341720632,0.19679498672485352,0.0359194278717041,Validation,RandomForest,Original
0.29545454545454547,0.29545454545454547,0.2691660191660192,0.2808825457167202,0.41565591758397574,-0.20822712209353023,0.23115181922912598,0.057781219482421875,Validation,RandomForest,Original
0.4580152671755725,0.4580152671755725,0.442081667272507,0.4477102793765073,0.499098586252958,0.07035558252628855,0.2176065444946289,0.03920912742614746,Validation,RandomForest,Original
0.37404580152671757,0.37404580152671757,0.3334215269906731,0.3477844724580361,0.41348785018049455,-0.11570129575337838,0.20747709274291992,0.0599822998046875,Validation,RandomForest,Original
0.3435114503816794,0.3435114503816794,0.31385548741680214,0.32523699459482847,0.4563224397372622,-0.15249697838935805,0.20103168487548828,0.03573274612426758,Validation,RandomForest,Original
0.37404580152671757,0.37404580152671757,0.3297835778630795,0.3471159932973376,0.4802130558218116,-0.10675896035795787,0.21631145477294922,0.0402374267578125,Validation,RandomForest,Original
0.3816793893129771,0.3816793893129771,0.32746028471219313,0.35063613231552165,0.45092620913414344,-0.1071314753941338,0.208268404006958,0.03879499435424805,Validation,RandomForest,Original
0.3435114503816794,0.3435114503816794,0.35293162254344645,0.34786028221142723,0.44853170410625953,-0.08465375965641421,0.20796751976013184,0.04006767272949219,Validation,RandomForest,Original
0.35877862595419846,0.35877862595419846,0.3347607521876746,0.3395201744820065,0.42579489188586317,-0.14191463325839293,0.20626187324523926,0.04098153114318848,Validation,RandomForest,Original
0.7180355630821338,0.7180355630821338,0.7133779783371451,0.7129756494043397,0.9050779814384903,0.5209498619071316,0.19624781608581543,0.03644537925720215,Train,RandomForest,Original
0.7163420829805249,0.7163420829805249,0.7132017717686884,0.7076236036898993,0.9008152237085412,0.5216632485006009,0.19679498672485352,0.0359194278717041,Train,RandomForest,Original
0.7197290431837426,0.7197290431837426,0.715392629896718,0.7137456405385393,0.9053944880744517,0.5227199328214281,0.23115181922912598,0.057781219482421875,Train,RandomForest,Original
0.7123519458544839,0.7123519458544839,0.7071637485340773,0.7061084299497882,0.9008813956144427,0.511754014470851,0.2176065444946289,0.03920912742614746,Train,RandomForest,Original
0.7225042301184433,0.7225042301184433,0.71918911551107,0.7145749762404707,0.9079245855154724,0.5285527080542604,0.20747709274291992,0.0599822998046875,Train,RandomForest,Original
0.7182741116751269,0.7182741116751269,0.7139684341611594,0.7118260572187269,0.9036081369016381,0.5235144928673683,0.20103168487548828,0.03573274612426758,Train,RandomForest,Original
0.7182741116751269,0.7182741116751269,0.7134092262662747,0.7118352041219225,0.9039550624299085,0.5206972529542515,0.21631145477294922,0.0402374267578125,Train,RandomForest,Original
0.7157360406091371,0.7157360406091371,0.711158025736409,0.7098464294146755,0.9029721564031418,0.5173872209150905,0.208268404006958,0.03879499435424805,Train,RandomForest,Original
0.7233502538071066,0.7233502538071066,0.7203639714564269,0.7169749844957619,0.9077236325516274,0.5325690155654326,0.20796751976013184,0.04006767272949219,Train,RandomForest,Original
0.7157360406091371,0.7157360406091371,0.711370381361406,0.7076012457543771,0.9038745380940753,0.515843140594706,0.20626187324523926,0.04098153114318848,Train,RandomForest,Original
0.43333333333333335,0.43333333333333335,0.4272774327122153,0.42799521018466,0.5620833333333334,0.15081916173043663,0.11632037162780762,0.03689217567443848,Validation,RandomForest,Under
0.3333333333333333,0.3333333333333333,0.3283023735810114,0.32901782901782906,0.5022916666666667,0.0,0.1393141746520996,0.03755521774291992,Validation,RandomForest,Under
0.2833333333333333,0.2833333333333333,0.2677777777777778,0.27328042328042323,0.42979166666666674,-0.07579367289598671,0.10522699356079102,0.03744220733642578,Validation,RandomForest,Under
0.38333333333333336,0.38333333333333336,0.3866529067767458,0.3831663831663832,0.509375,0.07540958086521832,0.11841607093811035,0.059000253677368164,Validation,RandomForest,Under
0.4067796610169492,0.4067796610169492,0.4124293785310735,0.4048964218455744,0.5719073324336482,0.1111177040763439,0.11927533149719238,0.040287017822265625,Validation,RandomForest,Under
0.3728813559322034,0.3728813559322034,0.3797120344651664,0.36110892129812117,0.47136189833558256,0.06408982033828707,0.11812305450439453,0.04087424278259277,Validation,RandomForest,Under
0.3728813559322034,0.3728813559322034,0.35858511422254974,0.36429055112539543,0.49902721547458384,0.05979283591870961,0.1291515827178955,0.04098939895629883,Validation,RandomForest,Under
0.3559322033898305,0.3559322033898305,0.3376644541898779,0.3417166199980548,0.5387876743139901,0.03631197801906769,0.11565232276916504,0.03697657585144043,Validation,RandomForest,Under
0.3728813559322034,0.3728813559322034,0.359255566633433,0.36524306447828564,0.47263832658569505,0.06004333659112701,0.12845849990844727,0.037078142166137695,Validation,RandomForest,Under
0.423728813559322,0.423728813559322,0.4143655988556071,0.4175926024566151,0.5411043634727846,0.13587294728094387,0.11139345169067383,0.04149365425109863,Validation,RandomForest,Under
0.8164794007490637,0.8164794007490637,0.8162209921226314,0.8162680605411895,0.9665183268105878,0.7247915442472792,0.11632037162780762,0.03689217567443848,Train,RandomForest,Under
0.8164794007490637,0.8164794007490637,0.8164282888180175,0.8159184085496196,0.9666340529394436,0.7252037393200855,0.1393141746520996,0.03755521774291992,Train,RandomForest,Under
0.8352059925093633,0.8352059925093633,0.835351777292648,0.8345986330883685,0.9730358119766024,0.7534076598823647,0.10522699356079102,0.03744220733642578,Train,RandomForest,Under
0.8258426966292135,0.8258426966292135,0.8271739293342949,0.8245542485879345,0.9701531793123763,0.7405934005556322,0.11841607093811035,0.059000253677368164,Train,RandomForest,Under
0.8186915887850468,0.8186915887850468,0.818403718326753,0.8181996662556918,0.9679613973097451,0.7283584799395344,0.11927533149719238,0.040287017822265625,Train,RandomForest,Under
0.8205607476635514,0.8205607476635514,0.8227098863421997,0.8191384906460505,0.9674198535104206,0.7331333364071799,0.11812305450439453,0.04087424278259277,Train,RandomForest,Under
0.8299065420560747,0.8299065420560747,0.8298735709047631,0.8297541154099702,0.9721782798027042,0.744973280901369,0.1291515827178955,0.04098939895629883,Train,RandomForest,Under
0.8186915887850468,0.8186915887850468,0.8184427815530393,0.8182423150129394,0.967596626874967,0.7283156416147794,0.11565232276916504,0.03697657585144043,Train,RandomForest,Under
0.8205607476635514,0.8205607476635514,0.8214468088293594,0.820165267403818,0.9678873662745285,0.7315862091873317,0.12845849990844727,0.037078142166137695,Train,RandomForest,Under
0.8261682242990654,0.8261682242990654,0.8266784445751817,0.8248778308305199,0.969869434602456,0.7406949610594484,0.11139345169067383,0.04149365425109863,Train,RandomForest,Under
0.5784313725490197,0.5784313725490197,0.5667691963054866,0.5709369777862928,0.7094687139561705,0.3686583230019161,0.30672287940979004,0.03712964057922363,Validation,RandomForest,Over
0.553921568627451,0.553921568627451,0.5468195468195468,0.5497459352830385,0.6758938869665513,0.3312167947954626,0.30553483963012695,0.05897331237792969,Validation,RandomForest,Over
0.5147058823529411,0.5147058823529411,0.5073496792246792,0.5104301369804839,0.6633506343713956,0.272333809054047,0.3027217388153076,0.0367276668548584,Validation,RandomForest,Over
0.46078431372549017,0.46078431372549017,0.4548429766171701,0.4574560704995488,0.5965794405997693,0.19136970365960063,0.31064867973327637,0.0362246036529541,Validation,RandomForest,Over
0.5172413793103449,0.5172413793103449,0.5136321274252309,0.5133958072914594,0.67488646094148,0.2766186317643427,0.3050346374511719,0.039093017578125,Validation,RandomForest,Over
0.5369458128078818,0.5369458128078818,0.5185627077097131,0.5235595215562566,0.6607157567283409,0.3083673528909119,0.2998344898223877,0.05688166618347168,Validation,RandomForest,Over
0.5320197044334976,0.5320197044334976,0.506183358874088,0.5131436052908084,0.6468768629618791,0.3010923380348798,0.30837273597717285,0.035902976989746094,Validation,RandomForest,Over
0.5714285714285714,0.5714285714285714,0.5760925423183335,0.5695424586208101,0.7067086950866582,0.3600263250247152,0.31807827949523926,0.03856778144836426,Validation,RandomForest,Over
0.5221674876847291,0.5221674876847291,0.5247767011313809,0.5233876568209402,0.6475133862279018,0.2832229005174306,0.30481886863708496,0.039429426193237305,Validation,RandomForest,Over
0.4827586206896552,0.4827586206896552,0.4768779702812686,0.47871420780746227,0.6294826250013549,0.22478339459187202,0.300128698348999,0.059890031814575195,Validation,RandomForest,Over
0.8136612021857923,0.8136612021857923,0.8144906913126875,0.8128570041204156,0.9580919107766731,0.7216041884016668,0.30672287940979004,0.03712964057922363,Train,RandomForest,Over
0.8163934426229508,0.8163934426229508,0.8155955514433286,0.8150806278618089,0.9602772552181315,0.7253862968920364,0.30553483963012695,0.05897331237792969,Train,RandomForest,Over
0.8169398907103825,0.8169398907103825,0.8149490546406917,0.8153180650893316,0.9600407596524231,0.7259576162459686,0.3027217388153076,0.0367276668548584,Train,RandomForest,Over
0.8218579234972677,0.8218579234972677,0.820049785414387,0.8199962131888529,0.9601489294992386,0.7336246275393611,0.31064867973327637,0.0362246036529541,Train,RandomForest,Over
0.815401419989077,0.815401419989077,0.8134006089961495,0.8137624259009577,0.9589033602985468,0.7236630682241155,0.3050346374511719,0.039093017578125,Train,RandomForest,Over
0.8186783178590934,0.8186783178590934,0.8180569607382807,0.8175253903994584,0.9605736253887631,0.7287542099838862,0.2998344898223877,0.05688166618347168,Train,RandomForest,Over
0.8170398689240852,0.8170398689240852,0.8171056514408102,0.8156916825297891,0.9597674075176692,0.7267671556037817,0.30837273597717285,0.035902976989746094,Train,RandomForest,Over
0.8143091206990716,0.8143091206990716,0.8125158323516717,0.8130307749528525,0.9578708051240316,0.7217991947587686,0.31807827949523926,0.03856778144836426,Train,RandomForest,Over
