accuracy,recall,precision,f1,roc_auc_ovr,mcc,fit_time,score_time,Dataset,model,sampling
0.42424242424242425,0.42424242424242425,0.40404040404040403,0.40703748006379586,0.515503698896914,-0.014898293845761308,60.81485986709595,0.011120080947875977,Validation,GradientBoosting,Original
0.4090909090909091,0.4090909090909091,0.3603171022525862,0.374019439679817,0.4758094095076047,-0.06785413228602241,60.14366793632507,0.011017084121704102,Validation,GradientBoosting,Original
0.3333333333333333,0.3333333333333333,0.2993825381269896,0.3120966101098551,0.4557724187298886,-0.15592250536861096,60.7060809135437,0.011147737503051758,Validation,GradientBoosting,Original
0.44274809160305345,0.44274809160305345,0.3983855400544002,0.4121775478346831,0.541690604040476,0.012949790062440063,60.299769163131714,0.011098861694335938,Validation,GradientBoosting,Original
0.3893129770992366,0.3893129770992366,0.3502775850104094,0.3615477331025744,0.4650235252215609,-0.09996145896559323,61.067588090896606,0.010759592056274414,Validation,GradientBoosting,Original
0.366412213740458,0.366412213740458,0.3320499538027202,0.34343767299808364,0.5184644059121349,-0.12347274555249914,60.48969769477844,0.01116633415222168,Validation,GradientBoosting,Original
0.3969465648854962,0.3969465648854962,0.3522387393419936,0.3687738176259648,0.5359472597948859,-0.07093434587610067,60.94335436820984,0.011057615280151367,Validation,GradientBoosting,Original
0.45038167938931295,0.45038167938931295,0.38740458015267176,0.40908868978400936,0.5554088494751969,0.005858183949378348,60.67316508293152,0.010907888412475586,Validation,GradientBoosting,Original
0.3969465648854962,0.3969465648854962,0.3846218082859304,0.38953758473607697,0.5339388198314327,-0.032640426048120855,60.98735523223877,0.011073827743530273,Validation,GradientBoosting,Original
0.40458015267175573,0.40458015267175573,0.3627255378209577,0.3748850542054187,0.5386484651190534,-0.06905079636419394,61.12864136695862,0.010919570922851562,Validation,GradientBoosting,Original
0.7180355630821338,0.7180355630821338,0.7222804637878331,0.7063000656954604,0.9033674499636947,0.5148773049827636,60.81485986709595,0.011120080947875977,Train,GradientBoosting,Original
0.7163420829805249,0.7163420829805249,0.7239131076603132,0.7028369359612013,0.900156112327112,0.5127039837419038,60.14366793632507,0.011017084121704102,Train,GradientBoosting,Original
0.7197290431837426,0.7197290431837426,0.7247677832451025,0.707960278158236,0.904406085824918,0.519553586933005,60.7060809135437,0.011147737503051758,Train,GradientBoosting,Original
0.7123519458544839,0.7123519458544839,0.7180517713641101,0.6993319442800429,0.9000316802038095,0.5061745857515686,60.299769163131714,0.011098861694335938,Train,GradientBoosting,Original
0.7225042301184433,0.7225042301184433,0.7247277531958725,0.7133852485666586,0.9060498803987903,0.5230016567144317,61.067588090896606,0.010759592056274414,Train,GradientBoosting,Original
0.7182741116751269,0.7182741116751269,0.7278293561400749,0.7053522085840259,0.9016609313752929,0.5134375578648052,60.48969769477844,0.01116633415222168,Train,GradientBoosting,Original
0.7182741116751269,0.7182741116751269,0.7310283833259137,0.7063109785948454,0.9021928267049084,0.5133728222109091,60.94335436820984,0.011057615280151367,Train,GradientBoosting,Original
0.7157360406091371,0.7157360406091371,0.7219982538298951,0.7038213227710729,0.9021271891909081,0.5107826392991969,60.67316508293152,0.010907888412475586,Train,GradientBoosting,Original
0.7233502538071066,0.7233502538071066,0.7289791648678895,0.7125373965678511,0.9064177137416056,0.5247187078961152,60.98735523223877,0.011073827743530273,Train,GradientBoosting,Original
0.7157360406091371,0.7157360406091371,0.7201806035416461,0.7042056229889188,0.9028640965172615,0.5102896565687965,61.12864136695862,0.010919570922851562,Train,GradientBoosting,Original
