dataset,model,sampling,acc,recall,precision,f1,mcc,roc_auc,conf_matrix,fit_time,metrics_time
Train,GradientBoosting,Original,0.7285714285714285,0.7285714285714285,0.7362022915099037,0.7177213832178008,0.536081942955266,0.9029356145735048,"{0: {0: 488, 1: 154, 2: 43}, 1: {0: 47, 1: 188, 2: 25}, 2: {0: 6, 1: 10, 2: 89}}",3979.5588998794556,0.009303569793701172
Validation,GradientBoosting,Original,0.3916349809885932,0.3916349809885932,0.3484537551733444,0.3648851083220305,-0.07760935961768228,0.44057746569815603,"{0: {0: 87, 1: 59, 2: 24}, 1: {0: 42, 1: 12, 2: 13}, 2: {0: 8, 1: 14, 2: 4}}",3979.5588998794556,0.009303569793701172
Train,GradientBoosting,Under,0.8421052631578947,0.8421052631578947,0.8440000371515928,0.8422103269084281,0.763871179471602,0.9749649135183764,"{0: {0: 124, 1: 11, 2: 10}, 1: {0: 22, 1: 138, 2: 13}, 2: {0: 9, 1: 10, 2: 138}}",1813.7389039993286,0.008779287338256836
Validation,GradientBoosting,Under,0.36134453781512604,0.36134453781512604,0.3522475656929438,0.3489783873415587,0.047897627372179126,0.5535762828879948,"{0: {0: 15, 1: 15, 2: 5}, 1: {0: 12, 1: 7, 2: 11}, 2: {0: 16, 1: 17, 2: 21}}",1813.7389039993286,0.008779287338256836
Train,GradientBoosting,Over,0.7861094038106945,0.7861094038106945,0.7849828973157528,0.7818869290743425,0.6822405859536661,0.9355795352160116,"{0: {0: 393, 1: 94, 2: 5}, 1: {0: 93, 1: 363, 2: 22}, 2: {0: 59, 1: 75, 2: 523}}",6535.329172849655,0.009727716445922852
Validation,GradientBoosting,Over,0.5798525798525799,0.5798525798525799,0.5680337045256401,0.5708630011129763,0.3728086569127635,0.7481609786563386,"{0: {0: 68, 1: 50, 2: 6}, 1: {0: 50, 1: 62, 2: 16}, 2: {0: 15, 1: 34, 2: 106}}",6535.329172849655,0.009727716445922852
