dataset,model,sampling,acc,recall,precision,f1,mcc,roc_auc,conf_matrix
Train,AdaBoost,Original,0.6095238095238096,0.6095238095238096,0.5993369441789411,0.5952530376312374,0.32301571364083165,0.7120239223543295,"{0: {0: 429, 1: 198, 2: 43}, 1: {0: 95, 1: 133, 2: 36}, 2: {0: 17, 1: 21, 2: 78}}"
Validation,AdaBoost,Original,0.4714828897338403,0.4714828897338403,0.4300055141309894,0.4412335540378647,0.05450573112647856,0.5894122705119416,"{0: {0: 98, 1: 54, 2: 24}, 1: {0: 33, 1: 21, 2: 12}, 2: {0: 6, 1: 10, 2: 5}}"
Train,AdaBoost,Under,0.4968421052631579,0.4968421052631579,0.4998168731442726,0.4569692985354502,0.2684036617925416,0.6834839581467982,"{0: {0: 59, 1: 47, 2: 8}, 1: {0: 25, 1: 34, 2: 10}, 2: {0: 71, 1: 78, 2: 143}}"
Validation,AdaBoost,Under,0.42016806722689076,0.42016806722689076,0.41081219072995057,0.38538131486482136,0.14493321853748506,0.5750899396986009,"{0: {0: 19, 1: 12, 2: 10}, 1: {0: 8, 1: 5, 2: 1}, 2: {0: 16, 1: 22, 2: 26}}"
Train,AdaBoost,Over,0.7105101413644745,0.7105101413644745,0.7037901793754963,0.704704262182109,0.5674423741722703,0.8317730074365273,"{0: {0: 343, 1: 140, 2: 5}, 1: {0: 157, 1: 306, 2: 38}, 2: {0: 45, 1: 86, 2: 507}}"
Validation,AdaBoost,Over,0.5921375921375921,0.5921375921375921,0.5837296339545215,0.5837932170478966,0.39284655192000006,0.7363677040040882,"{0: {0: 77, 1: 53, 2: 8}, 1: {0: 36, 1: 62, 2: 18}, 2: {0: 20, 1: 31, 2: 102}}"
