accuracy,recall,precision,f1,set,model,sampling,dataset,acc,mcc,roc_auc,conf_matrix
0.4767985195466111,0.4767985195466111,0.43650047005448156,0.43034905358977327,CrossVal,KNN,Original,,,,,
,0.6057142857142858,0.6310539902801868,0.5650845407042844,,KNN,Original,Train,0.6057142857142858,0.2918238392556591,0.7522044136754468,"{0: {0: 477, 1: 217, 2: 77}, 1: {0: 64, 1: 132, 2: 53}, 2: {0: 0, 1: 3, 2: 27}}"
,0.623574144486692,0.6707975840987499,0.581871611207885,,KNN,Original,Validation,0.623574144486692,0.326688865346863,0.7804166610079372,"{0: {0: 124, 1: 53, 2: 25}, 1: {0: 13, 1: 32, 2: 8}, 2: {0: 0, 1: 0, 2: 8}}"
0.39050847457627114,0.39050847457627114,0.39068818714071335,0.3810078615630893,CrossVal,KNN,Under,,,,,
,0.6105263157894737,0.6228152644714877,0.6067318272777683,,KNN,Under,Train,0.6105263157894737,0.42454448493762764,0.8058094089078619,"{0: {0: 119, 1: 58, 2: 38}, 1: {0: 22, 1: 76, 2: 28}, 2: {0: 14, 1: 25, 2: 95}}"
,0.5462184873949579,0.5514111611332283,0.5435689245932146,,KNN,Under,Validation,0.5462184873949579,0.31766793276707,0.7728570889202921,"{0: {0: 28, 1: 14, 2: 12}, 1: {0: 7, 1: 18, 2: 6}, 2: {0: 8, 1: 7, 2: 19}}"
0.5260818120351589,0.5260818120351589,0.5227721881550053,0.5032973121061969,CrossVal,KNN,Over,,,,,
,0.6816226183159189,0.6959303396536481,0.6702152349391858,,KNN,Over,Train,0.6816226183159189,0.5345616644332428,0.8662879841334129,"{0: {0: 242, 1: 71, 2: 4}, 1: {0: 218, 1: 374, 2: 53}, 2: {0: 85, 1: 87, 2: 493}}"
,0.6953316953316954,0.7014872962979556,0.688077506682158,,KNN,Over,Validation,0.6953316953316954,0.5494407983464632,0.8731135857464382,"{0: {0: 70, 1: 21, 2: 1}, 1: {0: 45, 1: 98, 2: 12}, 2: {0: 18, 1: 27, 2: 115}}"
