dataset,model,sampling,acc,recall,precision,f1,mcc,roc_auc,conf_matrix,fit_time,metrics_time
Train,XGBoost,Original,0.6209523809523809,0.6209523809523809,0.6796490156745713,0.5692954337831374,0.3240864327380106,0.8161628176596543,"{0: {0: 497, 1: 214, 2: 110}, 1: {0: 44, 1: 138, 2: 30}, 2: {0: 0, 1: 0, 2: 17}}",1767.197740316391,0.010422706604003906
Validation,XGBoost,Original,0.49049429657794674,0.49049429657794674,0.46615547106041405,0.4038408943814065,0.001787819524070626,0.5649704077311203,"{0: {0: 118, 1: 76, 2: 31}, 1: {0: 19, 1: 8, 2: 7}, 2: {0: 0, 1: 1, 2: 3}}",1767.197740316391,0.010422706604003906
Train,XGBoost,Under,0.8021052631578948,0.8021052631578948,0.8151095669769005,0.7986643525033619,0.7125175319100324,0.9459451719023835,"{0: {0: 113, 1: 20, 2: 0}, 1: {0: 14, 1: 111, 2: 4}, 2: {0: 28, 1: 28, 2: 157}}",1380.999810218811,0.009398221969604492
Validation,XGBoost,Under,0.3949579831932773,0.3949579831932773,0.3852258852258852,0.38340195228687735,0.09661590894748633,0.6000551504298767,"{0: {0: 20, 1: 14, 2: 6}, 1: {0: 9, 1: 7, 2: 11}, 2: {0: 14, 1: 18, 2: 20}}",1380.999810218811,0.009398221969604492
Train,XGBoost,Over,0.7400122925629994,0.7400122925629994,0.7451165741957827,0.7303768507927536,0.6201779737901849,0.9063423687268389,"{0: {0: 379, 1: 111, 2: 5}, 1: {0: 82, 1: 293, 2: 13}, 2: {0: 84, 1: 128, 2: 532}}",2087.8214139938354,0.010524988174438477
Validation,XGBoost,Over,0.5823095823095823,0.5823095823095823,0.5660598615144069,0.5623923913042936,0.38514429731454547,0.7392405097072895,"{0: {0: 71, 1: 55, 2: 6}, 1: {0: 41, 1: 51, 2: 7}, 2: {0: 21, 1: 40, 2: 115}}",2087.8214139938354,0.010524988174438477
