dataset,model,sampling,acc,recall,precision,f1,mcc,roc_auc,conf_matrix
Train,XGBoost,Original,0.6209523809523809,0.6209523809523809,0.6796490156745713,0.5692954337831374,0.3240864327380106,0.8161628176596543,"{0: {0: 497, 1: 214, 2: 110}, 1: {0: 44, 1: 138, 2: 30}, 2: {0: 0, 1: 0, 2: 17}}"
Validation,XGBoost,Original,0.49049429657794674,0.49049429657794674,0.46615547106041405,0.4038408943814065,0.001787819524070626,0.5649704077311203,"{0: {0: 118, 1: 76, 2: 31}, 1: {0: 19, 1: 8, 2: 7}, 2: {0: 0, 1: 1, 2: 3}}"
Train,XGBoost,Under,0.8421052631578947,0.8421052631578947,0.8451297613402877,0.8403598591855361,0.7659940690876239,0.9751435868656564,"{0: {0: 129, 1: 21, 2: 5}, 1: {0: 12, 1: 119, 2: 4}, 2: {0: 14, 1: 19, 2: 152}}"
Validation,XGBoost,Under,0.3865546218487395,0.3865546218487395,0.3909788780377016,0.38189561123905097,0.08614524646207661,0.56567350945513,"{0: {0: 16, 1: 12, 2: 4}, 1: {0: 16, 1: 9, 2: 12}, 2: {0: 11, 1: 18, 2: 21}}"
Train,XGBoost,Over,0.794099569760295,0.794099569760295,0.7941309480112503,0.7893448075547619,0.6952920245860584,0.9428972807944203,"{0: {0: 394, 1: 90, 2: 5}, 1: {0: 89, 1: 365, 2: 12}, 2: {0: 62, 1: 77, 2: 533}}"
Validation,XGBoost,Over,0.597051597051597,0.597051597051597,0.5848418966128405,0.5862576850758963,0.40027564945206856,0.7459751555543311,"{0: {0: 69, 1: 48, 2: 6}, 1: {0: 47, 1: 64, 2: 12}, 2: {0: 17, 1: 34, 2: 110}}"
