dataset,model,sampling,acc,recall,precision,f1,mcc,roc_auc,conf_matrix
Train,SVM,Original,0.6009523809523809,0.6009523809523809,0.6385478305033484,0.5472382215332361,0.2811745105319121,0.7658846942019352,"{0: {0: 492, 1: 229, 2: 102}, 1: {0: 49, 1: 121, 2: 37}, 2: {0: 0, 1: 2, 2: 18}}"
Validation,SVM,Original,0.5437262357414449,0.5437262357414449,0.5597800961166066,0.46925387116327777,0.1411558247599886,0.6390361120783644,"{0: {0: 123, 1: 68, 2: 32}, 1: {0: 14, 1: 16, 2: 5}, 2: {0: 0, 1: 1, 2: 4}}"
Train,SVM,Under,0.6589473684210526,0.6589473684210526,0.6665721823251325,0.6482766632688759,0.4979433666623209,0.7495721345005665,"{0: {0: 74, 1: 22, 2: 7}, 1: {0: 44, 1: 96, 2: 11}, 2: {0: 37, 1: 41, 2: 143}}"
Validation,SVM,Under,0.42016806722689076,0.42016806722689076,0.43379351740696276,0.402282468890904,0.1493874939198392,0.6163018737661946,"{0: {0: 13, 1: 8, 2: 5}, 1: {0: 11, 1: 11, 2: 6}, 2: {0: 19, 1: 20, 2: 26}}"
Train,SVM,Over,0.7178856791641057,0.7178856791641057,0.7198269397268591,0.7069066249632603,0.5861289621345573,0.8739200287450374,"{0: {0: 372, 1: 131, 2: 9}, 1: {0: 85, 1: 274, 2: 19}, 2: {0: 88, 1: 127, 2: 522}}"
Validation,SVM,Over,0.6068796068796068,0.6068796068796068,0.5952962550237921,0.587454228319051,0.4234997075801398,0.7692410304477241,"{0: {0: 78, 1: 54, 2: 7}, 1: {0: 36, 1: 53, 2: 5}, 2: {0: 19, 1: 39, 2: 116}}"
