dataset,model,sampling,acc,recall,precision,f1,mcc,roc_auc,conf_matrix
Train,AdaBoost,Original,0.5733333333333334,0.5733333333333334,0.554693523616704,0.5576574589749622,0.26640043989982815,0.6966763932535028,"{0: {0: 411, 1: 206, 2: 35}, 1: {0: 103, 1: 112, 2: 43}, 2: {0: 27, 1: 34, 2: 79}}"
Validation,AdaBoost,Original,0.6387832699619772,0.6387832699619772,0.6286900641941413,0.6184901263338649,0.38113216803884625,0.7051756454072,"{0: {0: 117, 1: 43, 2: 13}, 1: {0: 12, 1: 31, 2: 8}, 2: {0: 8, 1: 11, 2: 20}}"
Train,AdaBoost,Under,0.6589473684210526,0.6589473684210526,0.6559368717803034,0.6565609882694904,0.4887505289559892,0.8478635087224228,"{0: {0: 97, 1: 38, 2: 10}, 1: {0: 42, 1: 88, 2: 23}, 2: {0: 16, 1: 33, 2: 128}}"
Validation,AdaBoost,Under,0.680672268907563,0.680672268907563,0.6778508594864405,0.6772002507296625,0.5216118550421377,0.8243756809527406,"{0: {0: 32, 1: 11, 2: 2}, 1: {0: 5, 1: 21, 2: 7}, 2: {0: 6, 1: 7, 2: 28}}"
Train,AdaBoost,Over,0.6508912108174555,0.6508912108174555,0.6437545443034333,0.6460831887064241,0.4769079626630382,0.8110546327369156,"{0: {0: 362, 1: 184, 2: 21}, 1: {0: 131, 1: 251, 2: 83}, 2: {0: 52, 1: 97, 2: 446}}"
Validation,AdaBoost,Over,0.6633906633906634,0.6633906633906634,0.6550878046205149,0.6526411726296841,0.5022037060882889,0.8144583633732161,"{0: {0: 92, 1: 61, 2: 3}, 1: {0: 34, 1: 63, 2: 10}, 2: {0: 7, 1: 22, 2: 115}}"
