Dataset,model,sampling,representation,accuracy,recall,precision,f1,roc_auc_ovr,mcc,fit_time,score_time
Validation,AdaBoost,Over,fft_ROBB760113_AdaBoost_42_metrics,0.4675722012943108,0.4675722012943108,0.46330034962901534,0.4596834350025961,0.6528499287969992,0.2039981100163299,0.2953799486160278,0.01719238758087152
Validation,AdaBoost,Over,fft_ZIMJ680104_AdaBoost_42_metrics,0.5034579348980971,0.5034579348980971,0.5033237517964605,0.49765130978278566,0.6889747811946292,0.2579582433524376,0.29195437431335447,0.01714873313903803
Validation,AdaBoost,Over,frequency_AdaBoost_42_metrics,0.49606394281850674,0.49606394281850674,0.4894683454692733,0.4817728476561756,0.6890890056637229,0.2496481147409034,0.15804960727691647,0.01920435428619381
Validation,AdaBoost,Over,one_hot_AdaBoost_42_metrics,0.6302859074664349,0.6302859074664349,0.678551924877697,0.6058728807907572,0.8037368122223688,0.47818111875731617,0.4659545421600342,0.04575543403625483
Validation,AdaBoost,Over,pc_FASG760101_AdaBoost_42_metrics,0.6180116874335941,0.6180116874335941,0.6176949961609381,0.6117094225203896,0.7838219932153917,0.43101086008797845,0.14400112628936762,0.01849496364593502
Validation,AdaBoost,Over,pc_FAUJ880111_AdaBoost_42_metrics,0.4690162271805273,0.4690162271805273,0.46672128142199254,0.45128826682591044,0.617053904513062,0.2106790147696344,0.07542202472686763,0.01793313026428217
Validation,AdaBoost,Over,pc_FAUJ880112_AdaBoost_42_metrics,0.3898483531343572,0.3898483531343572,0.2690283975265786,0.3111786237094055,0.5544275594346606,0.10034037368853979,0.07857995033264155,0.018779301643371542
Validation,AdaBoost,Over,pc_GEIM800101_AdaBoost_42_metrics,0.5983144982130784,0.5983144982130784,0.6029440660273275,0.5971095312608925,0.7849893203468752,0.3999167578459094,0.14257321357727046,0.01875293254852289
Validation,AdaBoost,Over,pc_GEIM800105_AdaBoost_42_metrics,0.5963392253453106,0.5963392253453106,0.5972286841642844,0.5915603156697091,0.789015553559895,0.3979925579357538,0.14531056880950924,0.01865825653076167
Validation,AdaBoost,Over,pc_JOND750101_AdaBoost_42_metrics,0.5673838500917608,0.5673838500917608,0.5660108725181832,0.5615045833329002,0.7530793699865405,0.35443762695660963,0.14349665641784665,0.01906995773315424
Validation,AdaBoost,Over,pc_KLEP840101_AdaBoost_42_metrics,0.4429730512894813,0.4429730512894813,0.43595651636481936,0.4325324991621442,0.6257950874233217,0.16751548285677634,0.08256764411926265,0.01840577125549312
Validation,AdaBoost,Over,pc_ROBB760113_AdaBoost_42_metrics,0.55605138607167,0.55605138607167,0.5471580758129628,0.5457182352953119,0.7331952091554276,0.3377832911588805,0.14019865989685054,0.01851041316986081
Validation,AdaBoost,Under,embedding_protT5_AdaBoost_42_metrics,0.4005649717514125,0.4005649717514125,0.4070030248116421,0.3954708325148858,0.5935551057130004,0.10301448893675316,1.9691213607788085,0.01557929515838619
Validation,AdaBoost,Under,fft_FASG760101_AdaBoost_42_metrics,0.43290960451977406,0.43290960451977406,0.428753379263072,0.4246175371974049,0.6114727282950967,0.15126760569823205,0.127983283996582,0.01633365154266353
Validation,AdaBoost,Under,fft_FAUJ880111_AdaBoost_42_metrics,0.45615819209039554,0.45615819209039554,0.4520160975538226,0.43735442619575393,0.6029819500674763,0.19127484033069003,0.06338100433349605,0.01622271537780758
Validation,AdaBoost,Under,fft_FAUJ880112_AdaBoost_42_metrics,0.3920338983050847,0.3920338983050847,0.3633686090477784,0.3447402690464034,0.577657726045884,0.09964966799514485,0.06326744556426997,0.01659855842590326
Validation,AdaBoost,Under,fft_GEIM800101_AdaBoost_42_metrics,0.4143502824858757,0.4143502824858757,0.4179161907279424,0.4112849485704249,0.5883526765632029,0.12329252758764668,0.13128418922424312,0.017365312576293902
Validation,AdaBoost,Under,fft_GEIM800105_AdaBoost_42_metrics,0.39776836158192086,0.39776836158192086,0.39399839933955666,0.39264587303535337,0.5899522042285199,0.09795428957473859,0.13083372116088862,0.01728157997131343
Validation,AdaBoost,Under,fft_JOND750101_AdaBoost_42_metrics,0.3890960451977401,0.3890960451977401,0.37698025095964477,0.3791851086860102,0.5780416666666667,0.08440187935488219,0.1328152179718017,0.0175806045532226
Validation,AdaBoost,Under,fft_KLEP840101_AdaBoost_42_metrics,0.4275988700564971,0.4275988700564971,0.4307117089098549,0.4207395419207196,0.6045805780476833,0.14376365783801368,0.07753388881683346,0.016913032531738252
Validation,AdaBoost,Under,fft_ROBB760113_AdaBoost_42_metrics,0.3956497175141243,0.3956497175141243,0.3927044233615606,0.3901248701339742,0.58386212325686,0.09464854812695493,0.12344822883605952,0.01589596271514889
Validation,AdaBoost,Under,fft_ZIMJ680104_AdaBoost_42_metrics,0.4344350282485876,0.4344350282485876,0.4384538420666561,0.43261424766549217,0.6405432411156096,0.15294422852441936,0.12332606315612789,0.01579065322875971
Validation,AdaBoost,Under,frequency_AdaBoost_42_metrics,0.44957627118644067,0.44957627118644067,0.4398008782619631,0.43182157491243267,0.6346163405308143,0.18009739930964214,0.08214299678802485,0.01753611564636226
Validation,AdaBoost,Under,one_hot_AdaBoost_42_metrics,0.6483333333333333,0.6483333333333333,0.6521111640096038,0.6307646552255213,0.837839799820063,0.48540575976757133,0.16539938449859615,0.030577921867370562
Validation,AdaBoost,Under,pc_FASG760101_AdaBoost_42_metrics,0.5657909604519774,0.5657909604519774,0.5720364842807298,0.5528356343030439,0.7525674763832659,0.3592387747835559,0.07237415313720699,0.01676208972930906
Validation,AdaBoost,Under,pc_FAUJ880111_AdaBoost_42_metrics,0.45282485875706213,0.45282485875706213,0.36760511837941845,0.3917530145566986,0.587965530814215,0.19883165561965754,0.05894141197204585,0.016768240928649848
Validation,AdaBoost,Under,pc_FAUJ880112_AdaBoost_42_metrics,0.38361581920903953,0.38361581920903953,0.35163329050920905,0.3535108833352866,0.5668075236167341,0.07849756349101611,0.06286079883575434,0.01709568500518796
Validation,AdaBoost,Under,pc_GEIM800101_AdaBoost_42_metrics,0.5709039548022599,0.5709039548022599,0.5827164829686384,0.5663976938319083,0.7720410481331534,0.36355478314760065,0.07328569889068601,0.017232608795165978
Validation,AdaBoost,Under,pc_GEIM800105_AdaBoost_42_metrics,0.597542372881356,0.597542372881356,0.5990068793863018,0.5916465347534557,0.79867004048583,0.40122501864394033,0.07386863231658933,0.017284917831420853
Validation,AdaBoost,Under,pc_JOND750101_AdaBoost_42_metrics,0.5709322033898305,0.5709322033898305,0.5730711520190755,0.5613753818367607,0.749209008097166,0.3630433658834878,0.07224557399749751,0.01694378852844235
Validation,AdaBoost,Under,pc_KLEP840101_AdaBoost_42_metrics,0.4274011299435029,0.4274011299435029,0.4218687490654685,0.41865643586789175,0.6020608974358974,0.14242851285603791,0.06043887138366695,0.01680867671966549
Validation,AdaBoost,Under,pc_ROBB760113_AdaBoost_42_metrics,0.4830790960451978,0.4830790960451978,0.4866025594852976,0.47457918598485643,0.7131432186234818,0.23061401373542,0.06988930702209468,0.016575837135314887
Validation,GradientBoosting,Original,embedding_protT5_GradientBoosting_42_metrics,0.4013994910941475,0.4013994910941475,0.36314437888890627,0.37526016301402787,0.5136207456529147,-0.061592673029508396,60.859918403625485,0.01079201698303217
Validation,GradientBoosting,Original,fft_FASG760101_GradientBoosting_42_metrics,0.4227272727272727,0.4227272727272727,0.3857056615469053,0.3899481583866045,0.5205354895109822,-0.03640981615239343,2.28848876953125,0.0111777544021606
Validation,GradientBoosting,Original,fft_FAUJ880111_GradientBoosting_42_metrics,0.5111091834374277,0.5111091834374277,0.41377575687777596,0.44355608476658687,0.6096844154201763,0.08589762135610045,0.44790310859680177,0.011786675453186
Validation,GradientBoosting,Original,fft_FAUJ880112_GradientBoosting_42_metrics,0.5110397871848253,0.5110397871848253,0.312198280986347,0.3531291005262493,0.5547212059386908,-0.02069622412495517,0.4054586410522461,0.01956775188446039
Validation,GradientBoosting,Original,fft_GEIM800101_GradientBoosting_42_metrics,0.40824080499653015,0.40824080499653015,0.3733953054715996,0.3804841494316336,0.5125313664572552,-0.059999697386379634,2.3240110635757447,0.011583304405212349
Validation,GradientBoosting,Original,fft_GEIM800105_GradientBoosting_42_metrics,0.40900994679620634,0.40900994679620634,0.36948743083170354,0.3766091573489609,0.5198285380538797,-0.06332838987173997,2.3356862545013426,0.01177117824554438
Validation,GradientBoosting,Original,fft_JOND750101_GradientBoosting_42_metrics,0.4021570668517233,0.4021570668517233,0.35840306792053667,0.36988069466286333,0.4917147712890384,-0.07848156392197911,2.336003851890564,0.011648631095886191
Validation,GradientBoosting,Original,fft_KLEP840101_GradientBoosting_42_metrics,0.4524577839463335,0.4524577839463335,0.39304730588492853,0.41534508038431195,0.5603796688306305,0.011857236995076612,0.7665920972824096,0.01124076843261714
Validation,GradientBoosting,Original,fft_ROBB760113_GradientBoosting_42_metrics,0.3922334027295859,0.3922334027295859,0.3317090233475871,0.34850429416470047,0.47611362626811415,-0.11462017971002643,2.204013133049011,0.01077904701232903
Validation,GradientBoosting,Original,fft_ZIMJ680104_GradientBoosting_42_metrics,0.41060606060606053,0.41060606060606053,0.3765888297369126,0.38576892109911426,0.5405019325524332,-0.04497838544593861,2.1924004316329957,0.01086981296539301
Validation,GradientBoosting,Original,frequency_GradientBoosting_42_metrics,0.4653712699514226,0.4653712699514226,0.4362392569781332,0.4346928599502256,0.5683585996033151,0.03953112263415722,0.8985548257827759,0.01196556091308588
Validation,GradientBoosting,Original,one_hot_GradientBoosting_42_metrics,0.5354036548693036,0.5354036548693036,0.5249980380155568,0.5210777287677149,0.7138741138660605,0.19202727779465403,2.2411938667297364,0.01792347431182856
Validation,GradientBoosting,Original,pc_FASG760101_GradientBoosting_42_metrics,0.5331367106176266,0.5331367106176266,0.5271593490996926,0.5212485756277947,0.7188874587833955,0.208579331013964,0.7126655340194702,0.011636209487914991
Validation,GradientBoosting,Original,pc_FAUJ880111_GradientBoosting_42_metrics,0.5118725422160536,0.5118725422160536,0.41526351740292816,0.44404351363178113,0.6097118872039832,0.08833468086372769,0.2726768255233764,0.01173205375671382
Validation,GradientBoosting,Original,pc_FAUJ880112_GradientBoosting_42_metrics,0.5102822114272495,0.5102822114272495,0.27845498071043856,0.3512932628778159,0.554676305446275,-0.03308344640815948,0.25100083351135255,0.01183698177337642
Validation,GradientBoosting,Original,pc_GEIM800101_GradientBoosting_42_metrics,0.5323791348600508,0.5323791348600508,0.5213083526298588,0.5216417515122678,0.7177619995086953,0.20608823007803415,0.72068350315094,0.011894965171813909
Validation,GradientBoosting,Original,pc_GEIM800105_GradientBoosting_42_metrics,0.5156546379828822,0.5156546379828822,0.5003945550304085,0.5007617054131519,0.7226135683183751,0.17219339609480516,0.7324406623840332,0.01176221370697016
Validation,GradientBoosting,Original,pc_JOND750101_GradientBoosting_42_metrics,0.52705875549387,0.52705875549387,0.5154072097433611,0.5145777072727536,0.7009131552953167,0.19014921231818993,0.7026189565658569,0.01174101829528805
Validation,GradientBoosting,Original,pc_KLEP840101_GradientBoosting_42_metrics,0.48674531575294927,0.48674531575294927,0.4638940689690879,0.45268099020342867,0.59872999686495,0.07556588856267198,0.3213531255722045,0.01141626834869381
Validation,GradientBoosting,Original,pc_ROBB760113_GradientBoosting_42_metrics,0.5247744621790423,0.5247744621790423,0.5096015044578411,0.5087845582814305,0.6904570344433909,0.18314574046183674,0.6900386810302734,0.01158752441406246
Validation,GradientBoosting,Original,pc_ZIMJ680104_GradientBoosting_42_metrics,0.5369361554476058,0.5369361554476058,0.5297290311622465,0.5274665682122418,0.721365017607811,0.21710607079504757,0.7083207845687867,0.011630558967590281
Validation,GradientBoosting,Over,embedding_protT5_GradientBoosting_42_metrics,0.5373587365980874,0.5373587365980874,0.5268727269828308,0.5296038342063663,0.7198542155619443,0.30742674328835917,113.25949649810791,0.011629056930541939
Validation,GradientBoosting,Over,fft_FASG760101_GradientBoosting_42_metrics,0.5275427412344248,0.5275427412344248,0.5142679962386179,0.5169612955846785,0.7013143863535073,0.2936848743771842,4.2232366561889645,0.01187124252319333
Validation,GradientBoosting,Over,fft_FAUJ880111_GradientBoosting_42_metrics,0.4744132135612865,0.4744132135612865,0.47294217227639057,0.4577443369786739,0.6279539004005985,0.21905152901774225,0.6153173923492432,0.01144824028015132
Validation,GradientBoosting,Over,fft_FAUJ880112_GradientBoosting_42_metrics,0.4016830870279146,0.4016830870279146,0.43008008346284876,0.3833675543338629,0.5640914432546993,0.11196290244321852,0.5399370431900025,0.01134395599365228
Validation,GradientBoosting,Over,fft_GEIM800101_GradientBoosting_42_metrics,0.5211218970346759,0.5211218970346759,0.5107872053127104,0.5127703874100297,0.703026568267212,0.28351941707676387,4.244734382629394,0.01224627494812008
Validation,GradientBoosting,Over,fft_GEIM800105_GradientBoosting_42_metrics,0.5206389452332657,0.5206389452332657,0.5041744761607955,0.5087484028596967,0.6991530365601187,0.2829664031733657,4.274449443817138,0.01226141452789302
Validation,GradientBoosting,Over,fft_JOND750101_GradientBoosting_42_metrics,0.5029556650246305,0.5029556650246305,0.49148799969778817,0.4941312804800277,0.6794804360709588,0.25605495080430646,4.26293113231659,0.01216516494750971
Validation,GradientBoosting,Over,fft_KLEP840101_GradientBoosting_42_metrics,0.48278035352071863,0.48278035352071863,0.47103659916490104,0.4664845917489452,0.644573731607884,0.22950901022695436,1.2826035499572754,0.01175181865692136
Validation,GradientBoosting,Over,fft_ROBB760113_GradientBoosting_42_metrics,0.49752728677677965,0.49752728677677965,0.4820586429138583,0.48595423580300434,0.6819793728875805,0.2483277400592158,4.020916557312011,0.0114327430725097
Validation,GradientBoosting,Over,fft_ZIMJ680104_GradientBoosting_42_metrics,0.5442456292861972,0.5442456292861972,0.5309425882121648,0.5343502168069266,0.7192500436749993,0.3183502792034578,4.15657606124878,0.0117723703384399
Validation,GradientBoosting,Over,frequency_GradientBoosting_42_metrics,0.5525693035835024,0.5525693035835024,0.5394677904706185,0.540648961205522,0.7323574704651803,0.3322070649497929,1.6876296281814576,0.012527632713317841
Validation,GradientBoosting,Over,one_hot_GradientBoosting_42_metrics,0.6410895392639815,0.6410895392639815,0.6301769822577693,0.6201587085192898,0.8056077603300938,0.4731008308066775,3.2606289863586424,0.01898453235626216
Validation,GradientBoosting,Over,pc_FASG760101_GradientBoosting_42_metrics,0.6597556263884864,0.6597556263884864,0.657915539356439,0.6475416249898728,0.8348370755156678,0.49751023320020804,1.4897109746932984,0.01208364963531489
Validation,GradientBoosting,Over,pc_FAUJ880111_GradientBoosting_42_metrics,0.4724475997295469,0.4724475997295469,0.47020473051817263,0.4544207239364457,0.6273097021301286,0.21639483878594468,0.33293321132659914,0.01154363155364985
Validation,GradientBoosting,Over,pc_FAUJ880112_GradientBoosting_42_metrics,0.4031536752632087,0.4031536752632087,0.43144405159572824,0.38300696688208685,0.5636710056343938,0.11475087423265391,0.29859750270843505,0.01130602359771723
Validation,GradientBoosting,Over,pc_GEIM800101_GradientBoosting_42_metrics,0.6223968897903989,0.6223968897903989,0.614446229538575,0.614730786762245,0.8237051510357988,0.4362985090477374,1.4910008907318115,0.01242804527282709
Validation,GradientBoosting,Over,pc_GEIM800105_GradientBoosting_42_metrics,0.6268110692552884,0.6268110692552884,0.6188635620494293,0.6149678744985032,0.8318215539150333,0.44590412348298525,1.5221036911010741,0.01236131191253657
Validation,GradientBoosting,Over,pc_JOND750101_GradientBoosting_42_metrics,0.6400994880710905,0.6400994880710905,0.6316259326984409,0.6275816896633539,0.8191518410765601,0.46613027749896174,1.4394099473953248,0.01223697662353511
Validation,GradientBoosting,Over,pc_KLEP840101_GradientBoosting_42_metrics,0.5442190669371196,0.5442190669371196,0.534211397337491,0.5221493255002945,0.7016306634838112,0.3275471024381862,0.43025166988372804,0.01183497905731196
Validation,GradientBoosting,Over,pc_ROBB760113_GradientBoosting_42_metrics,0.6268352168453588,0.6268352168453588,0.6193263666180178,0.6163187817598171,0.8036403426765952,0.4450507530800116,1.4448928356170654,0.01214332580566401
Validation,GradientBoosting,Over,pc_ZIMJ680104_GradientBoosting_42_metrics,0.6656355645706558,0.6656355645706558,0.6599306706275643,0.6495253107004773,0.8297533753282798,0.5082283725834922,1.4836966514587402,0.01217181682586664
Validation,GradientBoosting,Under,embedding_protT5_GradientBoosting_42_metrics,0.3518079096045198,0.3518079096045198,0.3427531316180232,0.3441535342982489,0.528243477282951,0.02866580577574316,31.468587374687196,0.01006827354431148
Validation,GradientBoosting,Under,fft_FASG760101_GradientBoosting_42_metrics,0.3502542372881356,0.3502542372881356,0.34674080476384433,0.34601930298377154,0.5439692420152946,0.025944020707926552,1.3353495597839355,0.010550308227539
Validation,GradientBoosting,Under,fft_FAUJ880111_GradientBoosting_42_metrics,0.4628531073446328,0.4628531073446328,0.4587085406823207,0.4439484406915907,0.6141578947368421,0.2013217871951006,0.3278596639633179,0.01054353713989253
Validation,GradientBoosting,Under,fft_FAUJ880112_GradientBoosting_42_metrics,0.3753954802259887,0.3753954802259887,0.3612416629268286,0.35020966787488433,0.5690458839406208,0.061109287391199404,0.2838348865509033,0.01044256687164301
Validation,GradientBoosting,Under,fft_GEIM800101_GradientBoosting_42_metrics,0.3316949152542373,0.3316949152542373,0.3295761868631258,0.32815197291209275,0.518007085020243,-0.0022156090320068684,1.364806628227234,0.01104373931884759
Validation,GradientBoosting,Under,fft_GEIM800105_GradientBoosting_42_metrics,0.3452542372881356,0.3452542372881356,0.341411748247357,0.3401803038963599,0.5481005960413855,0.018504060484325787,1.3707319736480712,0.01111683845520014
Validation,GradientBoosting,Under,fft_JOND750101_GradientBoosting_42_metrics,0.31658192090395476,0.31658192090395476,0.3111122708378853,0.3113591284431927,0.4959577710301394,-0.02498426286834015,1.3691338777542115,0.01111774444580075
Validation,GradientBoosting,Under,fft_KLEP840101_GradientBoosting_42_metrics,0.4226553672316384,0.4226553672316384,0.4189915332849631,0.4131709686792269,0.5758966486729644,0.13666035655538175,0.5214114427566529,0.01081151962280269
Validation,GradientBoosting,Under,fft_ROBB760113_GradientBoosting_42_metrics,0.30451977401129937,0.30451977401129937,0.3016452575335423,0.301117899775626,0.48386251686909587,-0.043634376289180474,1.2855718374252318,0.01001839637756342
Validation,GradientBoosting,Under,fft_ZIMJ680104_GradientBoosting_42_metrics,0.3535593220338983,0.3535593220338983,0.35212160875228765,0.3509870388745781,0.5621148785425101,0.03087362396772104,1.3101802825927735,0.01041121482849116
Validation,GradientBoosting,Under,frequency_GradientBoosting_42_metrics,0.3887853107344633,0.3887853107344633,0.382665160269577,0.383054576554617,0.5838260796221323,0.08404322812062168,0.5759671688079834,0.011337399482727011
Validation,GradientBoosting,Under,one_hot_GradientBoosting_42_metrics,0.555677966101695,0.555677966101695,0.5479333694897941,0.5488193409561782,0.7979082883490778,0.3354847513979363,1.16453115940094,0.01675488948822017
Validation,GradientBoosting,Under,pc_FASG760101_GradientBoosting_42_metrics,0.5253954802259887,0.5253954802259887,0.5206029504722327,0.5194877733325723,0.7582163180386864,0.2902865954382263,0.4621541976928711,0.0108134508132934
Validation,GradientBoosting,Under,pc_FAUJ880111_GradientBoosting_42_metrics,0.45949152542372884,0.45949152542372884,0.4546038369644124,0.44023074855303956,0.6114718848403059,0.19606257249013198,0.21580293178558346,0.01057894229888911
Validation,GradientBoosting,Under,pc_FAUJ880112_GradientBoosting_42_metrics,0.38706214689265533,0.38706214689265533,0.37144822107767594,0.36354355971986946,0.5687446018893387,0.07822945805929529,0.19768335819244381,0.010824871063232381
Validation,GradientBoosting,Under,pc_GEIM800101_GradientBoosting_42_metrics,0.527090395480226,0.527090395480226,0.5227438728610938,0.5201410257937724,0.7639590643274854,0.2935379950020648,0.4618003606796265,0.01111621856689449
Validation,GradientBoosting,Under,pc_GEIM800105_GradientBoosting_42_metrics,0.5269491525423728,0.5269491525423728,0.5174275694254573,0.5176577688097156,0.7768019005847953,0.2932943193579116,0.4726707458496094,0.01118636131286617
Validation,GradientBoosting,Under,pc_JOND750101_GradientBoosting_42_metrics,0.5285593220338983,0.5285593220338983,0.5242223756314744,0.5232663208417037,0.747769849302744,0.2947125351344441,0.45321152210235593,0.01098337173461909
Validation,GradientBoosting,Under,pc_KLEP840101_GradientBoosting_42_metrics,0.45118644067796615,0.45118644067796615,0.44684139322720845,0.4430678327232613,0.5977864372469636,0.17917241037722242,0.24394109249114987,0.01056609153747555
Validation,GradientBoosting,Under,pc_ROBB760113_GradientBoosting_42_metrics,0.49675141242937854,0.49675141242937854,0.4869858127302374,0.487892348995965,0.7048322087269456,0.24752074686855924,0.45057504177093505,0.01080524921417232
Validation,GradientBoosting,Under,pc_ZIMJ680104_GradientBoosting_42_metrics,0.5421751412429379,0.5421751412429379,0.5344814615277728,0.5341530199359956,0.7677826698155645,0.31619980058405905,0.46636276245117186,0.010878992080688429
Validation,KNN,Original,embedding_protT5_KNN_42_metrics,0.46836687485542444,0.46836687485542444,0.43564184900078595,0.4255928626419531,0.5480100091535319,0.023782447493049853,0.00619919300079341,0.01580603122711175
Validation,KNN,Original,fft_FASG760101_KNN_42_metrics,0.4813381910710155,0.4813381910710155,0.45095443300800203,0.43779848174130304,0.5416318790082569,0.04627070957646999,0.00148167610168452,0.014048004150390581
Validation,KNN,Original,fft_FAUJ880111_KNN_42_metrics,0.41131737219523473,0.41131737219523473,0.40981505643840477,0.39943984446936953,0.5264270428168737,0.014506421997109501,0.00158782005310053,0.014595079421997031
Validation,KNN,Original,fft_FAUJ880112_KNN_42_metrics,0.5049271339347675,0.5049271339347675,0.31997854734871245,0.37518473932398366,0.5237895808418334,-0.0072867886245397695,0.0016485214233398,0.01504204273223872
Validation,KNN,Original,fft_GEIM800101_KNN_42_metrics,0.4478429331482766,0.4478429331482766,0.421759970861472,0.4097448181010151,0.5507443487555261,-0.01669952883243123,0.0015878915786742699,0.015134644508361769
Validation,KNN,Original,fft_GEIM800105_KNN_42_metrics,0.47373930141105713,0.47373930141105713,0.4421319802679774,0.42304150128202683,0.532119980388152,0.01621820412611126,0.00151677131652829,0.014610624313354439
Validation,KNN,Original,fft_JOND750101_KNN_42_metrics,0.46229470275271795,0.46229470275271795,0.43403723933598987,0.41975794809328687,0.5314921185382833,0.0073163967949287975,0.0016275405883788598,0.01468579769134517
Validation,KNN,Original,fft_KLEP840101_KNN_42_metrics,0.48143071940781856,0.48143071940781856,0.45718087502209653,0.4539743551793539,0.5420186139584361,0.07602810277149359,0.00155792236328121,0.01433384418487543
Validation,KNN,Original,fft_ROBB760113_KNN_42_metrics,0.44782558408512607,0.44782558408512607,0.40261011787792694,0.39946671489708907,0.4949117912664997,-0.026275718768994406,0.0014196395874023,0.0139203548431396
Validation,KNN,Original,fft_ZIMJ680104_KNN_42_metrics,0.4630869766365949,0.4630869766365949,0.43261955862157925,0.42606707838609303,0.5601253958546779,0.018185457758621078,0.00141837596893305,0.01384587287902827
Validation,KNN,Original,frequency_KNN_42_metrics,0.4524173027989821,0.4524173027989821,0.4199234424388698,0.41540538016151995,0.5629779759440907,0.0015264393026585906,0.00187630653381343,0.0153810024261474
Validation,KNN,Original,one_hot_KNN_42_metrics,0.47527180198935925,0.47527180198935925,0.47113354737468793,0.4503745731438201,0.6099003782873151,0.05432713302994122,0.051232051849365176,0.3588534832000732
Validation,KNN,Original,pc_FASG760101_KNN_42_metrics,0.49204256303492944,0.49204256303492944,0.46109299556500033,0.4463069959353264,0.5486395038894211,0.06411093219672913,0.0017742156982421399,0.01443068981170649
Validation,KNN,Original,pc_FAUJ880111_KNN_42_metrics,0.41131737219523473,0.41131737219523473,0.40981505643840477,0.39943984446936953,0.5263370015757168,0.014506421997109501,0.00181035995483396,0.014570188522338809
Validation,KNN,Original,pc_FAUJ880112_KNN_42_metrics,0.5049271339347675,0.5049271339347675,0.31997854734871245,0.37518473932398366,0.5242446109943902,-0.0072867886245397695,0.00195896625518795,0.015507698059081981
Validation,KNN,Original,pc_GEIM800101_KNN_42_metrics,0.46685750636132317,0.46685750636132317,0.4543353310144826,0.4293945363949419,0.5611423173378924,0.018083702235986578,0.00254633426666254,0.020648241043090782
Validation,KNN,Original,pc_GEIM800105_KNN_42_metrics,0.47527180198935925,0.47527180198935925,0.44873643103502464,0.42560150183733325,0.5522442639568033,0.01951399509557685,0.00184302330017083,0.01490170955657954
Validation,KNN,Original,pc_JOND750101_KNN_42_metrics,0.47067430025445295,0.47067430025445295,0.45939821195160785,0.4237910601820235,0.5392849287695608,0.011689040510976158,0.00194418430328364,0.01479644775390621
Validation,KNN,Original,pc_KLEP840101_KNN_42_metrics,0.485235947258848,0.485235947258848,0.4545547900579831,0.4511631447043543,0.5766503527901531,0.0728733482675981,0.0018542051315307202,0.01462116241455073
Validation,KNN,Original,pc_ROBB760113_KNN_42_metrics,0.4623583159842702,0.4623583159842702,0.4399220053961345,0.4258767366932633,0.5540152379391763,0.014439954634098811,0.00178337097167964,0.01441609859466549
Validation,KNN,Over,embedding_protT5_KNN_42_metrics,0.5206824108953926,0.5206824108953926,0.5191387410912776,0.5003245412639494,0.706384165334101,0.2902953000298848,0.00905742645263667,0.022362565994262628
Validation,KNN,Over,fft_FASG760101_KNN_42_metrics,0.5324471167777456,0.5324471167777456,0.5301934510892669,0.5268019824587287,0.7065235999612345,0.3010744346815859,0.00191664695739741,0.01944911479949947
Validation,KNN,Over,fft_FAUJ880111_KNN_42_metrics,0.3372766347918478,0.3372766347918478,0.346231112010432,0.3268728069182859,0.5316570523886399,0.005975907300876942,0.00165040493011469,0.01681168079376216
Validation,KNN,Over,fft_FAUJ880112_KNN_42_metrics,0.3058002511349367,0.3058002511349367,0.27559001451143045,0.2357146595602692,0.4871757908362838,-0.056961473631642154,0.0016773939132689898,0.01669192314147947
Validation,KNN,Over,fft_GEIM800101_KNN_42_metrics,0.5546242634985028,0.5546242634985028,0.5503309842136963,0.5456498105382457,0.7173614625832774,0.3359276126553555,0.0016965389251708599,0.01767194271087642
Validation,KNN,Over,fft_GEIM800105_KNN_42_metrics,0.548674297305129,0.548674297305129,0.5404052956176846,0.5395733777393544,0.7121061282160899,0.3258893950781422,0.00178732872009272,0.0185285329818725
Validation,KNN,Over,fft_JOND750101_KNN_42_metrics,0.5275306674393896,0.5275306674393896,0.521732978467765,0.5179892453119971,0.7043628841726266,0.2948788321507626,0.00234944820404048,0.02413702011108394
Validation,KNN,Over,fft_KLEP840101_KNN_42_metrics,0.43018690234714574,0.43018690234714574,0.4253694780613014,0.42382692481896556,0.6041441088881493,0.14663969629433873,0.00212578773498531,0.02147023677825923
Validation,KNN,Over,fft_ROBB760113_KNN_42_metrics,0.5285086448372452,0.5285086448372452,0.5228031363882033,0.5219924455166363,0.6964136425714564,0.2947078398506877,0.00155308246612544,0.016532063484191832
Validation,KNN,Over,fft_ZIMJ680104_KNN_42_metrics,0.5418018931710615,0.5418018931710615,0.5371442792468135,0.5331087790022682,0.7136827510611112,0.3162007971221234,0.0017705678939819,0.01899151802062984
Validation,KNN,Over,frequency_KNN_42_metrics,0.521643484980199,0.521643484980199,0.5166586359604459,0.5143337526757304,0.7101077855946463,0.28520484706859933,0.00269286632537836,0.02421131134033198
Validation,KNN,Over,one_hot_KNN_42_metrics,0.5497053994011398,0.5497053994011398,0.558228069580395,0.5224396941553627,0.729536411201394,0.340437011624816,0.028596711158752404,0.39334263801574704
Validation,KNN,Over,pc_FASG760101_KNN_42_metrics,0.5447889500627837,0.5447889500627837,0.5384054709551732,0.5345495593169938,0.7136539566441151,0.32123995269742345,0.00208637714385983,0.01731340885162348
Validation,KNN,Over,pc_FAUJ880111_KNN_42_metrics,0.33825944170771755,0.33825944170771755,0.3477192547712655,0.32795836776403997,0.5322273536361509,0.007554483009194571,0.00194973945617672,0.01698248386383051
